Symbol,Synonym Symbol,Scientific Name with Author,Common Name,Family
LOAR5,OGAR2,Oglifa arvensis (L.) Cass.,,
LOAR8,,Lotus arabicus L.,,Fabaceae
LOAR9,,Lotus arenarius Brot.,,Fabaceae
LOARA2,,Lotus argophyllus (A. Gray) Greene var. argenteus Dunkle,silver bird's-foot trefoil,Fabaceae
LOARA2,HOOR4,Hosackia ornithopa Greene,,
LOARA2,HOORV,Hosackia ornithopa Greene ssp. venusta (Eastw.) Abrams,,
LOARA2,LOARO,Lotus argophyllus (A. Gray) Greene ssp. ornithopus (Greene) P.H. Raven,,
LOARA2,LOARO2,Lotus argophyllus (A. Gray) Greene var. ornithopus (Greene) Ottley,,
LOARA3,,Lotus argophyllus (A. Gray) Greene var. argophyllus,silver bird's-foot trefoil,Fabaceae
LOARA3,HOAR2,Hosackia argophylla A. Gray,,
LOARA3,HOARD,Hosackia argophylla A. Gray var. decora I.M. Johnst.,,
LOARA3,LOARD,Lotus argophyllus (A. Gray) Greene ssp. decorus (I.M. Johnst.) Munz,,
LOARA3,LOARD2,Lotus argophyllus (A. Gray) Greene var. decorus (I.M. Johnst.) Ottley,,
LOARA4,,Lotus argyraeus (Greene) Greene var. argyraeus,canyon bird's-foot trefoil,Fabaceae
LOARA4,HOAR3,Hosackia argyraea Greene,,
LOARA5,,Lotus argophyllus (A. Gray) Greene var. adsurgens Dunkle,Santa Cruz Island silverhosackia,Fabaceae
LOARA5,LOARA,Lotus argophyllus (A. Gray) Greene ssp. adsurgens (Dunkle) P.H. Raven,,
LOARF,,Lotus argophyllus (A. Gray) Greene var. fremontii (A. Gray) Ottley,Fremont's birsfoot trefoil,Fabaceae
LOARF,HOFR2,Hosackia fremontii (A. Gray) Abrams,,
LOARM,,Lotus argyraeus (Greene) Greene var. multicaulis (Ottley) Isely,canyon bird's-foot trefoil,Fabaceae
LOARM,HOWRM,Hosackia wrightii A. Gray ssp. multicaulis (Ottley) Abrams,,
LOARM,HOWRM2,Hosackia wrightii A. Gray var. multicaulis Ottley,,
LOARM,LOARM2,Lotus argyraeus (Greene) Greene ssp. multicaulis (Ottley) Munz,,
LOARN2,,Lotus argyraeus (Greene) Greene var. notitius Isely,canyon bird's-foot trefoil,Fabaceae
LOARN3,,Lotus argophyllus (A. Gray) Greene var. niveus (Greene) Ottley,Santa Cruz Island silverhosackia,Fabaceae
LOARN3,HONI2,Hosackia nivea (Greene) S. Watson,,
LOARN3,LOARN,Lotus argophyllus (A. Gray) Greene ssp. niveus (Greene) Munz,,
LOARN3,LONI2,Lotus niveus Greene,,
LOAS3,,Lophozia ascendens (Warnst.) R.M. Schust.,,Jungermanniaceae
LOAT,,Lomatium attenuatum Evert,tapertip desertparsley,Apiaceae
LOAU,,Lophiola aurea Ker Gawl.,goldencrest,Liliaceae
LOAU,LOAM3,Lophiola americana (Pursh) Alph. Wood,,
LOAU,LOSE3,Lophiola septentrionalis Fernald,,
LOAU3,,Lopadium augustini (Tuck.) Zahlbr.,Augustin granular lichen,Ectolechiaceae
LOAU5,,Lomatium austiniae (J.M. Coult. & Rose) J.M. Coult. & Rose,Austin desertparsley,Apiaceae
LOAU5,LOPLA,Lomatium plummerae (J.M. Coult. & Rose) J.M. Coult. & Rose var. austiniae (J.M. Coult. & Rose) Mathias,,
LOAU5,LOPLS,Lomatium plummerae (J.M. Coult. & Rose) J.M. Coult. & Rose var. sonnei (J.M. Coult. & Rose) Jeps.,,
LOAZ,,Lotononis azurea (Eckl. & Zeyh.) Benth.,,Fabaceae
LOBA5,,Lotononis bainesii Baker,lotononis,Fabaceae
LOBA6,,Lophozia bantriensis (Hook.) Steph.,,Jungermanniaceae
LOBA7,,Lophozia badensis (Gottsche ex Rabenh.) Schiffn.,,Jungermanniaceae
LOBA70,,Loeskypnum badium (Hartm.) Paul,loeskypnum moss,Amblystegiaceae
LOBA70,DRBA70,Drepanocladus badius (Hartm.) G. Roth,,
LOBAA,,Lophozia badensis (Gottsche ex Rabenh.) Schiffn. var. apiculata R.M. Schust.,,Jungermanniaceae
LOBAB,,Lophozia badensis (Gottsche ex Rabenh.) Schiffn. var. badensis,,Jungermanniaceae
LOBAR2,,Lobaria Schreb.,lung lichen,Lobariaceae
LOBE,,Lonicera ×bella Zabel,showy fly honeysuckle,Caprifoliaceae
LOBE,LOBEA2,Lonicera ×bella Zabel f. albida (Zabel) Rehder,,
LOBE2,,Lotus benthamii Greene,Bentham's broom,Fabaceae
LOBE2,HOCY,Hosackia cystoides Benth.,,
LOBE3,,Lobelia berlandieri A. DC.,Berlandier's lobelia,Campanulaceae
LOBE4,,Lomatium bentonitum K.M. Carlson & Mansfield,bentonite desertparsley,Apiaceae
LOBEB,,Lobelia berlandieri A. DC. var. brachypoda (A. Gray) McVaugh,Berlandier's lobelia,Campanulaceae
LOBEB,LOBR4,Lobelia brachypoda (A. Gray) A. DC. ex Small,,
LOBEB2,,Lobelia berlandieri A. DC. var. berlandieri,Berlandier's lobelia,Campanulaceae
LOBEL,,Lobelia L.,lobelia,Campanulaceae
LOBI,,Lomatium bicolor (S. Watson) J.M. Coult. & Rose,Wasatch desertparsley,Apiaceae
LOBI4,,Lophocolea bidentata (L.) Dumort.,,Geocalycaceae
LOBI5,,Lophozia bicrenata (Schmidel ex Hoffm.) Dumort.,,Jungermanniaceae
LOBIB,,Lomatium bicolor (S. Watson) J.M. Coult. & Rose var. bicolor,Wasatch desertparsley,Apiaceae
LOBIB2,,Lophozia bicrenata (Schmidel ex Hoffm.) Dumort. var. bicrenata,,Jungermanniaceae
LOBII,,Lophozia bicrenata (Schmidel ex Hoffm.) Dumort. var. immersa R.M. Schust. & Damsh.,,Jungermanniaceae
LOBIL,,Lomatium bicolor (S. Watson) J.M. Coult. & Rose var. leptocarpum (Torr. & A. Gray) Schlessman,Wasatch desertparsley,Apiaceae
LOBIL,LOLE2,Lomatium leptocarpum (Torr. & A. Gray) J.M. Coult. & Rose,,
LOBIV,,Lobivia Britton & Rose,lobivia,Cactaceae
LOBO,,Lobelia boykinii Torr. & A. Gray ex A. DC.,Boykin's lobelia,Campanulaceae
LOBOT,,Lobothallia (Clauzade & Roux) Hafellner,,Hymeneliaceae
LOBR,,Lomatium bradshawii (Rose ex Mathias) Mathias & Constance,Bradshaw's desertparsley,Apiaceae
LOBR,LEBR4,Leptotaenia bradshawii Rose ex Mathias,,
LOBR2,,Lomatium brandegeei (J.M. Coult. & Rose) J.F. Macbr.,Brandegee's desertparsley,Apiaceae
LOBR2,CYBR8,Cynomarathrum brandegeei J.M. Coult. & Rose,,
LOBR3,,Lobelia brevifolia Nutt. ex A. DC.,shortleaf lobelia,Campanulaceae
LOBR7,,Loeskeobryum brevirostre (Brid.) Fleisch.,loeskeobryum moss,Hylocomiaceae
LOBR7,HYBR9,Hylocomium brevirostre (Brid.) Schimp.,,
LOBR9,,Lomatium brunsfeldianum Kemper & R.P. McNeill,Brunsfeld's desertparsley,Apiaceae
LOBUL,,Lobularia Desv.,lobularia,Brassicaceae
LOCA,,Lobelia canbyi A. Gray,Canby's lobelia,Campanulaceae
LOCA13,,Lolium canariense Steud.,,Poaceae
LOCA17,,Lophozia capitata (Hook.) Macoun,,Jungermanniaceae
LOCA18,,Lobivia caespitosa (J.A. Purpus) Britton & Rose,,Cactaceae
LOCA19,,Logfia californica (Nutt.) Holub,California cottonrose,Asteraceae
LOCA19,FICA2,Filago californica Nutt.,,
LOCA19,OGCA,Oglifa californica (Nutt.) Rydb.,,
LOCA2,,Lobelia cardinalis L.,cardinalflower,Campanulaceae
LOCA2,LOCAG2,Lobelia cardinalis L. ssp. graminea (Lam.) McVaugh,,
LOCA2,LOCAG5,Lobelia cardinalis L. var. graminea (Lam.) McVaugh,,
LOCA2,LOCAM,Lobelia cardinalis L. var. multiflora (Paxton) McVaugh,,
LOCA2,LOCAM3,Lobelia cardinalis L. var. meridionalis Bowden,,
LOCA2,LOCAP4,Lobelia cardinalis L. var. pseudosplendens McVaugh,,
LOCA2,LOCAP5,Lobelia cardinalis L. var. phyllostachya (Engelm.) McVaugh,,
LOCA2,LOCAP6,Lobelia cardinalis L. var. propinqua (Paxton) Bowden,,
LOCA2,LOFU,Lobelia fulgens Humb. & Bonpl. ex Willd.,,
LOCA2,LOSP3,Lobelia splendens Humb. & Bonpl. ex Willd.,,
LOCA3,,Lomatium californicum (Nutt.) Mathias & Constance,California lomatium,Apiaceae
LOCA3,LECA15,Leptotaenia californica Nutt.,,
LOCA4,,Lomatium canbyi (J.M. Coult. & Rose) J.M. Coult. & Rose,Canby's biscuitroot,Apiaceae
LOCA4,PECA28,Peucedanum canbyi J.M. Coult. & Rose,,
LOCA5,,Lomatium caruifolium (Hook. & Arn.) J.M. Coult. & Rose,alkali desertparsley,Apiaceae
LOCA6,,Lonicera caerulea L.,sweetberry honeysuckle,Caprifoliaceae
LOCA6,LOCAG4,Lonicera caerulea L. var. glabrescens auct.,,
LOCA7,,Lonicera canadensis W. Bartram ex Marshall,American fly honeysuckle,Caprifoliaceae
LOCA7,XYCI,Xylosteon ciliatum Pursh,,
LOCA8,,Lonicera caprifolium L.,Italian woodbine,Caprifoliaceae
LOCAA,,Lonicera caerulea L. var. altaica Pall.,,Caprifoliaceae
LOCAC,,Lomatium caruifolium (Hook. & Arn.) J.M. Coult. & Rose var. caruifolium,alkali desertparsley,Apiaceae
LOCAC3,,Lonicera caerulea L. var. cauriana (Fernald) B. Boivin,bluefly honeysuckle,Caprifoliaceae
LOCAC3,LOCA9,Lonicera cauriana Fernald,,
LOCAD,,Lomatium caruifolium (Hook. & Arn.) J.M. Coult. & Rose var. denticulatum (Jeps.) Jeps.,alkali desertparsley,Apiaceae
LOCAD,LEAN6,Leptotaenia anomala J.M. Coult. & Rose,,
LOCAD,LEHU3,Leptotaenia humilis J.M. Coult. & Rose,,
LOCAD,LOHU3,Lomatium humile (J.M. Coult. & Rose) Hoover ex Mathias & Constance,,
LOCAD3,,Lonicera caerulea L. var. dependens (Regel ex Dippel) Rehder,,Caprifoliaceae
LOCAE,,Lonicera caerulea L. var. edulis Turcz. ex Herder,,Caprifoliaceae
LOCAE,LOCAE2,Lonicera caerulea L. var. emphyllocalyx (Maxim.) Nakai,,
LOCAE,LOED2,Lonicera edulis (Turcz. ex Herder) Turcz. ex Freyn,,
LOCH3,,Lotus chihuahuanus (S. Watson) Greene,,Fabaceae
LOCH4,,Lobelia chinensis Lour.,Chinese lobelia,Campanulaceae
LOCH5,,Lonicera chrysantha Turcz. ex Ledeb.,honeysuckle,Caprifoliaceae
LOCH5,LOCHC,Lonicera chrysantha Turcz. ex Ledeb. var. chrysantha,,
LOCH5,LOCHL,Lonicera chrysantha Turcz. ex Ledeb. var. longipes Maxim.,,
LOCH5,LOGI,Lonicera gibbiflora Maxim. ex Rehder,,
LOCI,,Lomatium ciliolatum Jeps.,Yolla Bolly biscuitroot,Apiaceae
LOCI,LOCIC2,Lomatium ciliolatum Jeps. var. ciliolatum,,
LOCI3,,Lonicera ciliosa (Pursh) Poir. ex DC.,orange honeysuckle,Caprifoliaceae
LOCI5,,Loxospora cismonica (Beltr.) Hafeller,loxospora lichen,Haematommataceae
LOCI5,HACI8,Haematomma cismonicum Beltr.,,
LOCL,,Lobelia cliffortiana L.,cardenala azul,Campanulaceae
LOCO,,Lomatium columbianum Mathias & Constance,purple leptotaenia,Apiaceae
LOCO10,,Lopadium coralloideum (Nyl.) Lynge,coral granular lichen,Ectolechiaceae
LOCO11,,Lotus collinus (Boiss.) Heldr.,,Fabaceae
LOCO13,,Lotus conimbricensis Brot.,,Fabaceae
LOCO14,,Lotus conjugatus L.,,Fabaceae
LOCO15,,"Loxosporopsis corallifera Brodo, Henssen & Imahsug",,Uncertain Ascomycota Family
LOCO18,,Lomagramma cordipinna Holttum,,Dryopteridaceae
LOCO19,,Lophozia collaris (Nees) Dumort.,,Jungermanniaceae
LOCO19,LOAL8,"Lophozia alpestris (Schleich.) A. Evans, nom. utique rej.",,
LOCO2,,Lomatium concinnum (Osterh.) Mathias,adobe desertparsley,Apiaceae
LOCO20,,Lobivia corbula (Herrera) Britton & Rose,,Cactaceae
LOCO21,,Lopezia coronata Andrews [excluded],,Onagraceae
LOCO3,,Lomatium congdonii J.M. Coult. & Rose,Mariposa desertparsley,Apiaceae
LOCO4,,Lomatium cous (S. Watson) J.M. Coult. & Rose,cous biscuitroot,Apiaceae
LOCO4,LOCI4,Lomatium circumdatum (S. Watson) J.M. Coult. & Rose,,
LOCO4,LOMO4,Lomatium montanum J.M. Coult. & Rose,,
LOCO5,,Lonicera conjugialis Kellogg,purpleflower honeysuckle,Caprifoliaceae
LOCO6,,Lotus corniculatus L.,bird's-foot trefoil,Fabaceae
LOCO8,,Lomatium cookii J.S. Kagan,agate desertparsley,Apiaceae
LOCO9,,Lophostemon confertus (R. Br.) Peter G. Wilson & J.T. Waterh.,vinegartree,Myrtaceae
LOCO9,TRCO18,Tristania conferta R. Br.,,
LOCOC3,,Lotus corniculatus L. var. carnosus Hartm.,,Fabaceae
LOCOC5,,Lotus corniculatus L. var. corniculatus,bird's-foot trefoil,Fabaceae
LOCOC5,LOCA15,Lotus caucasicus Kuprian.,,
LOCOC5,LOCOA,Lotus corniculatus L. var. arvensis (Schkuhr) Ser. ex DC.,,
LOCOC5,LOFI2,Lotus filicaulis Durieu,,
LOCOF,,Lotus corniculatus L. ssp. frondosus Freyn,,Fabaceae
LOCOF,LOFR3,Lotus frondosus (Freyn) Kuprian.,,
LOCOH2,,Lotus corniculatus L. var. hirsutus W.D.J. Koch,,Fabaceae
LOCOR2,,Lotus conjugatus L. ssp. requienii (Mauri ex Sanguin.) Greuter,,Fabaceae
LOCOR2,TERE7,Tetragonolobus requienii (Mauri ex Sanguin.) Sanguin.,,
LOCR,,Lotus crassifolius (Benth.) Greene,big deervetch,Fabaceae
LOCR3,,Lotus creticus L.,creta trefoil,Fabaceae
LOCR3,LOCO12,Lotus commutatus Guss.,,
LOCRC,,Lotus crassifolius (Benth.) Greene var. crassifolius,big deervetch,Fabaceae
LOCRC,HOCR2,Hosackia crassifolia Benth.,,
LOCRO,,Lotus crassifolius (Benth.) Greene var. otayensis Moran ex Isely,big deervetch,Fabaceae
LOCU,,Lomatium cusickii (S. Watson) J.M. Coult. & Rose,Cusick's biscuitroot,Apiaceae
LOCU2,,Lomatium cuspidatum Mathias & Constance,Wenatchee desertparsley,Apiaceae
LOCY2,,Lonchocarpus cyanescens (Schumach. & Thonn.) Benth.,lonchocarpus,Fabaceae
LOCY3,,Lotus cytisoides L.,,Fabaceae
LODA,,Lomatium dasycarpum (Torr. & A. Gray) J.M. Coult. & Rose,woollyfruit desertparsley,Apiaceae
LODAD,,Lomatium dasycarpum (Torr. & A. Gray) J.M. Coult. & Rose ssp. dasycarpum,woollyfruit desertparsley,Apiaceae
LODAT,,Lomatium dasycarpum (Torr. & A. Gray) J.M. Coult. & Rose ssp. tomentosum (Benth.) W.L. Theobald,woollyfruit desertparsley,Apiaceae
LODAT,LOTO6,Lomatium tomentosum (Benth.) J.M. Coult. & Rose,,
LODE,,Lotus denticulatus (E. Drew) Greene,riverbar bird's-foot trefoil,Fabaceae
LODE,HODE5,Hosackia denticulata E. Drew,,
LODE2,,Lotus dendroideus (Greene) Greene,island broom,Fabaceae
LODE4,,Lonicera demissa Rehder,,Caprifoliaceae
LODE6,,Lophozia decolorans (Limpr.) Steph.,,Jungermanniaceae
LODE7,,Lophozia debiliformis R.M. Schust. & Damsh.,,Jungermanniaceae
LODE8,,Loeseliastrum depressum (M.E. Jones ex A. Gray) J.M. Porter,depressed ipomopsis,Polemoniaceae
LODE8,GIDE,Gilia depressa M.E. Jones ex A. Gray,,
LODE8,IPDE,Ipomopsis depressa (M.E. Jones ex A. Gray) V.E. Grant,,
LODE9,,Logfia depressa (A. Gray) Holub,dwarf cottonrose,Asteraceae
LODE9,FIDE,Filago depressa A. Gray,,
LODE9,OGDE,Oglifa depressa (A. Gray) Chrtek & Holub,,
LODEC,,Lophozia debiliformis R.M. Schust. & Damsh. var. concolor R.M. Schust. & Damsh.,,Jungermanniaceae
LODED,,Lotus dendroideus (Greene) Greene var. dendroideus,island broom,Fabaceae
LODED,HODE6,Hosackia dendroidea (Greene) Abrams,,
LODED,LOSCD,Lotus scoparius (Nutt.) Ottley var. dendroideus (Greene) Ottley,,
LODED2,,Lophozia debiliformis R.M. Schust. & Damsh. var. debiliformis,,Jungermanniaceae
LODET,,Lotus dendroideus (Greene) Greene var. traskiae (Eastw. ex Noddin) Isely,Trask's island broom,Fabaceae
LODET,LOSCT2,Lotus scoparius (Nutt.) Ottley ssp. traskiae (Eastw. ex Noddin) P.H. Raven,,
LODEV,,Lotus dendroideus (Greene) Greene var. veatchii (Greene) Isely,Veatch's island broom,Fabaceae
LODEV,LOSCV,Lotus scoparius (Nutt.) Ottley var. veatchii (Greene) Ottley,,
LODI,,Lomatium dissectum (Nutt.) Mathias & Constance,fernleaf biscuitroot,Apiaceae
LODI2,,Lonicera dioica L.,limber honeysuckle,Caprifoliaceae
LODI2,LODID,Lonicera dioica L. var. dasygyna (Rehder) Gleason,,
LODI2,LODIG,Lonicera dioica L. var. glaucescens (Rydb.) Butters,,
LODI2,LODIO,Lonicera dioica L. var. orientalis Gleason,,
LODI2,LOGL6,Lonicera glaucescens (Rydb.) Rydb.,,
LODI2,LOGLD,Lonicera glaucescens (Rydb.) Rydb. var. dasygyna Rehder,,
LODI3,,Lopadium disciforme (Flotow) Kullhem,disc granular lichen,Ectolechiaceae
LODI4,,Lotus discolor E. Mey.,,Fabaceae
LODI4,LOBR8,Lotus brandianus Harms,,
LODID2,,Lomatium dissectum (Nutt.) Mathias & Constance var. dissectum,fernleaf biscuitroot,Apiaceae
LODID2,LEDI7,Leptotaenia dissecta Nutt.,,
LODIM,,Lomatium dissectum (Nutt.) Mathias & Constance var. multifidum (Nutt.) Mathias & Constance,carrotleaf biscuitroot,Apiaceae
LODIM,LEMU5,Leptotaenia multifida Nutt.,,
LODIM,LODIE,Lomatium dissectum (Nutt.) Mathias & Constance var. eatonii (J.M. Coult. & Rose) Cronquist,,
LODO,,Lobelia dortmanna L.,Dortmann's cardinalflower,Campanulaceae
LODO2,,Lomatium donnellii (J.M. Coult. & Rose) J.M. Coult. & Rose,Donnell's biscuitroot,Apiaceae
LODO2,LOPL,Lomatium plummerae (J.M. Coult. & Rose) J.M. Coult. & Rose,,
LODO5,,Lonchocarpus domingensis (Turp. ex Pers.) DC.,geno geno,Fabaceae
LODO5,LOSE6,Lonchocarpus sericeus (Poir.) Kunth ex DC.,,
LODO7,,Lopadium dodgei Herre,Dodge's granular lichen,Ectolechiaceae
LODOI,,Lodoicea Comm. ex Labill.,lodoicea,Arecaceae
LODU,,Lobelia dunnii Greene,Dunn's lobelia,Campanulaceae
LODU,PADE3,Palmerella debilis A. Gray,,
LODU2,,Lobelia dunbarii Rock,Waihanau lobelia,Campanulaceae
LODUD3,,Lobelia dunbarii Rock ssp. dunbarii,Waihanau lobelia,Campanulaceae
LODUD4,,Lobelia dunnii Greene var. dunnii,Dunn's lobelia,Campanulaceae
LODUP2,,Lobelia dunbarii Rock ssp. paniculata (Rock) Lammers,Waihanau lobelia,Campanulaceae
LODUP2,LOCO7,Lobelia costata E. Wimm.,,
LODUP2,LOHIP,Lobelia hillebrandii Rock var. paniculata Rock,,
LODUS2,,Lobelia dunnii Greene var. serrata (A. Gray) McVaugh,Dunn's lobelia,Campanulaceae
LOEA,,Lomatium eastwoodiae (J.M. Coult. & Rose) J.F. Macbr.,Eastwood's desertparsley,Apiaceae
LOEA,ALEA,Aletes eastwoodiae (J.M. Coult. & Rose) W.A. Weber,,
LOED3,,Lotus edulis L.,,Fabaceae
LOEFL,,Loeflingia L.,loeflingia,Caryophyllaceae
LOEH,,Lophozia ehrhartiana (Weber) Inoue & Steere,,Jungermanniaceae
LOEL,,Lobelia elongata Small,longleaf lobelia,Campanulaceae
LOEL3,,Loxospora elatina (Ach.) A. Massal.,loxospora lichen,Haematommataceae
LOEL3,HAEL4,Haematomma elatinum (Ach.) A. Massal.,,
LOEL4,,Lophozia elongata Steph.,,Jungermanniaceae
LOEM,,Lonicera emphyllocalyx Maxim.,blue-fly honeysuckle,Caprifoliaceae
LOEN,,Lomatium engelmannii Mathias,Engelmann's desertparsley,Apiaceae
LOER,,Lobelia erinus L.,edging lobelia,Campanulaceae
LOER,LOER5,Lobelia erinoides L.,,
LOER2,,Lomatium erythrocarpum R.J. Meinke & Constance,redfruit desertparsley,Apiaceae
LOER3,,Lophospermum erubescens D. Don,Mexican twist,Scrophulariaceae
LOER3,ASER7,Asarina erubescens (D. Don) Pennell,,
LOESE,,Loeselia L.,false calico,Polemoniaceae
LOESE2,,Loeseliastrum (Brand) Timbrook,calico,Polemoniaceae
LOESE3,,Loeseneriella A.C. Sm.,loeseneriella,Hippocrateaceae
LOESK2,,Loeskeobryum Fleisch.,loeskeobryum moss,Hylocomiaceae
LOESK3,,Loeskypnum Paul,loeskypnum moss,Amblystegiaceae
LOET,,Lonicera etrusca Santi,Etruscan honeysuckle,Caprifoliaceae
LOEX,,Lophozia excisa (Dicks.) Dumort.,,Jungermanniaceae
LOEXE,,Lophozia excisa (Dicks.) Dumort. var. elegans R.M. Schust.,,Jungermanniaceae
LOEXE2,,Lophozia excisa (Dicks.) Dumort. var. excisa,,Jungermanniaceae
LOEXI,,Lophozia excisa (Dicks.) Dumort. var. infuscata R.M. Schust. & Damsh.,,Jungermanniaceae
LOEXS,,Lophozia excisa (Dicks.) Dumort. var. succulenta R.M. Schust. & Damsh.,,Jungermanniaceae
LOFA,,Lomatium farinosum (Hook.) J.M. Coult. & Rose,northern biscuitroot,Apiaceae
LOFA2,,Lobivia famatinensis (Speg.) Britton & Rose,,Cactaceae
LOFAF,,Lomatium farinosum (Hook.) J.M. Coult. & Rose var. farinosum,northern biscuitroot,Apiaceae
LOFAF,PEFA2,Peucedanum farinosum Hook.,,
LOFAH,,Lomatium farinosum (Hook.) J.M. Coult. & Rose var. hambleniae (Mathias & Constance) Schlessman,Hamblen's biscuitroot,Apiaceae
LOFAH,LOHA5,Lomatium hambleniae Mathias & Constance,,
LOFE,,Lobelia fenestralis Cav.,fringeleaf lobelia,Campanulaceae
LOFE2,,Lobelia feayana A. Gray,bay lobelia,Campanulaceae
LOFE4,,Lonicera ferdinandi Franch.,,Caprifoliaceae
LOFL,,Lonicera flava Sims,yellow honeysuckle,Caprifoliaceae
LOFL,LOFL4,Lonicera flavida Cockerell ex Rehder,,
LOFL,LOFLF,Lonicera flava Sims var. flavescens Gleason,,
LOFL2,,Lobelia flaccidifolia Small,foldear lobelia,Campanulaceae
LOFL2,LOHA4,Lobelia halei Small,,
LOFL3,,Lobelia floridana Chapm.,Florida lobelia,Campanulaceae
LOFL6,,Lonicera floribunda Boiss. & Buhse,,Caprifoliaceae
LOFO,,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose,desert biscuitroot,Apiaceae
LOFO2,,Lotus formosissimus Greene,seaside bird's-foot trefoil,Fabaceae
LOFO2,HOGR,Hosackia gracilis Benth.,,
LOFOD,,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. daucifolium (Torr. & A. Gray) W.L. Theobald,desert biscuitroot,Apiaceae
LOFOD,CODA4,Cogswellia daucifolia (Torr. & A. Gray) M.E. Jones,,
LOFOD,LODA5,Lomatium daucifolium (Torr. & A. Gray) J.M. Coult. & Rose,,
LOFOD,LOFOD2,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose var. daucifolium (Torr. & A. Gray) Cronquist,,
LOFOF,,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. fimbriatum W.L. Theobald,desert biscuitroot,Apiaceae
LOFOF,LOFOF3,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose var. fimbriatum (W.L. Theobald) B. Boivin,,
LOFOF2,,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. foeniculaceum,desert biscuitroot,Apiaceae
LOFOF2,COFO5,Cogswellia foeniculacea (Nutt.) J.M. Coult. & Rose,,
LOFOF2,COVI12,Cogswellia villosa (Raf.) Schult.,,
LOFOI,,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. inyoense (Mathias & Constance ex Munz & Roos) W.L. Theobald,Inyo biscuitroot,Apiaceae
LOFOI,LOFOI2,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose var. inyoense (Mathias & Constance ex Munz & Roos) B. Boivin,,
LOFOI,LOIN7,Lomatium inyoense Mathias & Constance ex Munz & Roos,,
LOFOM,,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. macdougalii (J.M. Coult. & Rose) W.L. Theobald,Macdougal's biscuitroot,Apiaceae
LOFOM,LOFOM2,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose var. macdougalii (J.M. Coult. & Rose) Cronquist,,
LOFOM,LOMA9,Lomatium macdougalii J.M. Coult. & Rose,,
LOFR,,Lonicera fragrantissima Lindl. & Paxton,sweet breath of spring,Caprifoliaceae
LOFR,XYFR,Xylosteon fragrantissimum (Lindl. & Paxton) Small,,
LOGA,,Lobelia gaudichaudii A. DC.,Koolau Range lobelia,Campanulaceae
LOGA2,,Logfia gallica (L.) Coss. & Germ.,narrowleaf cottonrose,Asteraceae
LOGA2,FIGA,Filago gallica L.,,
LOGA2,OGGA,Oglifa gallica (L.) Chrtek & Holub,,
LOGAG2,,Lobelia gaudichaudii A. DC. ssp. gaudichaudii,Koolau Range lobelia,Campanulaceae
LOGAK3,,Lobelia gaudichaudii A. DC. ssp. koolauensis (Hosaka & Fosberg) Lammers,Koolau Range lobelia,Campanulaceae
LOGAK3,LOGAK2,Lobelia gaudichaudii A. DC. var. koolauensis Hosaka & Fosberg,,
LOGAK3,LOKO3,Lobelia koolauensis (Hosaka & Fosberg) Lammers,,
LOGE2,,Lomatium geyeri (S. Watson) J.M. Coult. & Rose,Geyer's biscuitroot,Apiaceae
LOGE5,,Lotus gebelia Vent.,,Fabaceae
LOGFI2,,Logfia Cass.,cottonrose,Asteraceae
LOGI3,,Lophozia gillmanii (Austin) R.M. Schust.,,Jungermanniaceae
LOGIC,,Lophozia gillmanii (Austin) R.M. Schust. var. ciliolata R.M. Schust.,,Jungermanniaceae
LOGIG,,Lophozia gillmanii (Austin) R.M. Schust. var. gillmanii,,Jungermanniaceae
LOGL,,Lobelia glandulosa Walter,glade lobelia,Campanulaceae
LOGL2,,Lonchocarpus glaucifolius Urb.,geno,Fabaceae
LOGL3,,Loeselia glandulosa (Cav.) G. Don,glandular false calico,Polemoniaceae
LOGL4,,Lobelia gloria-montis Rock,bog lobelia,Campanulaceae
LOGL4,LOGAG,Lobelia gaudichaudii A. DC. var. gloria-montis (Rock) H. St. John & Hosaka,,
LOGL4,LOGAL,Lobelia gaudichaudii A. DC. var. longibracteata Rock,,
LOGL4,LOGLM,Lobelia gloria-montis Rock var. molokaiensis O. Deg.,,
LOGL7,,Lotus glaucus Aiton,,Fabaceae
LOGL8,,Lotus glareosus Boiss. & Reut.,,Fabaceae
LOGL9,,Lotus glinoides Delile,,Fabaceae
LOGO,,Lomatium gormanii (Howell) J.M. Coult. & Rose,Gorman's biscuitroot,Apiaceae
LOGR,,Lomatium grayi (J.M. Coult. & Rose) J.M. Coult. & Rose,Gray's biscuitroot,Apiaceae
LOGR10,,Lophozia groenlandica (Nees) Macoun,,Jungermanniaceae
LOGR11,,Lophozia grandiretis (Lindb. ex Kaal.) Schiffn.,,Jungermanniaceae
LOGR12,,Lobelia gruina Cav. [excluded],,Campanulaceae
LOGR2,,Lomatium greenmanii Mathias,Greenman's biscuitroot,Apiaceae
