Symbol,Synonym Symbol,Scientific Name with Author,Common Name,Family
ABAB,,Abutilon abutiloides (Jacq.) Garcke ex Hochr.,shrubby Indian mallow,Malvaceae
ABAB,ABAM5,Abutilon americanum (L.) Sweet,,
ABAB,ABJA,Abutilon jacquinii G. Don,,
ABAB,ABLI,Abutilon lignosum (Cav.) G. Don,,
ABAB70,,Abietinella abietina (Hedw.) Fleisch.,abietinella moss,Thuidiaceae
ABAB70,HYAB,Hypnum abietinum Hedw.,,
ABAB70,THAB70,Thuidium abietinum (Hedw.) Schimp.,,
ABAL,,Abronia alpina Brandegee,Ramshaw Meadows sand verbena,Nyctaginaceae
ABAL3,,Abies alba Mill.,silver fir,Pinaceae
ABAM,,Abies amabilis (Douglas ex Loudon) Douglas ex Forbes,Pacific silver fir,Pinaceae
ABAM2,,Abronia ameliae Lundell,Amelia's sand verbena,Nyctaginaceae
ABAM3,,Abronia ammophila Greene,Wyoming sand verbena,Nyctaginaceae
ABAM3,ABFE,Abronia fendleri Standl.,,
ABAN,,Abronia angustifolia Greene,purple sand verbena,Nyctaginaceae
ABAN,ABANA,Abronia angustifolia Greene var. arizonica (Standl.) Kearney & Peebles,,
ABAN,ABTO,Abronia torreyi Standl.,,
ABAR,,Abronia argillosa S.L. Welsh & Goodrich,clay sand verbena,Nyctaginaceae
ABAU,,Abutilon auritum (Wall. ex Link) Sweet,Asian Indian mallow,Malvaceae
ABAU3,,Abroma augustum (L.) L. f.,devil's-cotton,Sterculiaceae
ABAU3,ABAU2,"Abroma augusta (L.) L. f., orth. var.",,
ABAU3,AMAU4,"Ambroma augusta (L.) L. f., orth. var.",,
ABAU3,AMAU5,"Ambroma augustum (L.) L. f., orth. var.",,
ABBA,,Abies balsamea (L.) Mill.,balsam fir,Pinaceae
ABBAB,,Abies balsamea (L.) Mill. var. balsamea,balsam fir,Pinaceae
ABBAB,PIBA3,Pinus balsamea L.,,
ABBAP,,Abies balsamea (L.) Mill. var. phanerolepis Fernald,balsam fir,Pinaceae
ABBAP,ABPH,Abies ×phanerolepis (Fernald) Liu,,
ABBE,,Abutilon berlandieri A. Gray ex S. Watson,Berlandier's Indian mallow,Malvaceae
ABBE,ABCA2,Abutilon californicum auct. non Benth.,,
ABBE2,,Abrothallus bertianus De Not.,,Uncertain Ascomycota Family
ABBI,,Abronia bigelovii Heimerl,Galisteo sand verbena,Nyctaginaceae
ABBO,,"Abronia bolackii N.D. Atwood, S.L. Welsh & K.D. Heil",Bolack's sand verbena,Nyctaginaceae
ABBR,,Abies bracteata (D. Don) D. Don ex Poit.,bristlecone fir,Pinaceae
ABBR,ABVE,Abies venusta (Douglas) K. Koch,,
ABBR3,,Abrothallus bryoriarum Hafellner,,Uncertain Ascomycota Family
ABCA,,Abronia carletonii J.M. Coult. & Fisher,Carleton's sand verbena,Nyctaginaceae
ABCE,,Abrothallus cetrariae Kotte,,Uncertain Ascomycota Family
ABCL,,Abrothallus cladoniae R. Sant. & D. Hawksw.,,Uncertain Ascomycota Family
ABCO,,Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.,white fir,Pinaceae
ABCO,ABCOC,Abies concolor (Gord. & Glend.) Lindl. ex Hildebr. var. concolor,,
ABEL,,Abronia elliptica A. Nelson,fragrant white sand verbena,Nyctaginaceae
ABEL,ABFRE2,Abronia fragrans Nutt. ex Hook. var. elliptica (A. Nelson) M.E. Jones,,
ABEL,ABPU2,Abronia pumila Rydb.,,
ABEL,ABRA,Abronia ramosa Standl.,,
ABEL,ABSA3,Abronia salsa Rydb.,,
ABELI,,Abelia R. Br.,abelia,Caprifoliaceae
ABELM,,Abelmoschus Medik.,okra,Malvaceae
ABER,,Abutilon eremitopetalum Caum,hiddenpetal Indian mallow,Malvaceae
ABES,,Abelmoschus esculentus (L.) Moench,okra,Malvaceae
ABES,HIES,Hibiscus esculentus L.,,
ABFI,,Abies firma Siebold & Zucc.,Momi fir,Pinaceae
ABFR,,Abies fraseri (Pursh) Poir.,Fraser fir,Pinaceae
ABFR,PIFR,Pinus fraseri Pursh,,
ABFR2,,Abronia fragrans Nutt. ex Hook.,snowball sand verbena,Nyctaginaceae
ABFR2,ABFRG2,Abronia fragrans Nutt. ex Hook. var. glaucescens A. Nelson,,
ABFR3,,Abutilon fruticosum Guill. & Perr.,Texas Indian mallow,Malvaceae
ABFR3,ABTE,Abutilon texense Torr. & A. Gray,,
ABGL,,Abutilon glabriflorum Hochr. [excluded],,Malvaceae
ABGR,,Abies grandis (Douglas ex D. Don) Lindl.,grand fir,Pinaceae
ABGR,ABGRG,Abies grandis (Douglas ex D. Don) Lindl. var. grandis ,,
ABGR,ABGRI,Abies grandis (Douglas ex D. Don) Lindl. var. idahoensis Silba,,
ABGR,ABGRI2,Abies grandis (Douglas ex D. Don) Lindl. ssp. idahoensis (Silba) Silba,,
ABGR,ABGRJ,Abies grandis (Douglas ex D. Don) Lindl. f. johnsonii O.V. Matthews,,
ABGR2,,Abronia gracilis Benth.,slender sand verbena,Nyctaginaceae
ABGR3,,Abutilon grandifolium (Willd.) Sweet,hairy Indian mallow,Malvaceae
ABGR4,,Abelia ×grandiflora (Rovelli ex André) Rehder,glossy abelia,Caprifoliaceae
ABGU,,Abies guatemalensis Rehder,Guatemalan fir,Pinaceae
ABHI,,Abutilon hirtum (Lam.) Sweet,Florida Keys Indian mallow,Malvaceae
ABHO,,Abies homolepis Siebold & Zucc.,Nikko fir,Pinaceae
ABHU,,Abutilon hulseanum (Torr. & A. Gray) Torr. ex A. Gray,mauve,Malvaceae
ABHU,ABCO2,Abutilon commutatum auct. non K. Schum.,,
ABHU,ABPA4,Abutilon pauciflorum Sweet,,
ABHY,,Abutilon hypoleucum A. Gray,whiteleaf Indian mallow,Malvaceae
ABIES,,Abies Mill.,fir,Pinaceae
ABIET,,Abietinella Müll. Hal.,abietenella moss,Thuidiaceae
ABILD,,Abildgaardia Vahl,sedge,Cyperaceae
ABIN,,Abutilon incanum (Link) Sweet,pelotazo,Malvaceae
ABIN,ABINI,Abutilon incanum (Link) Sweet ssp. incanum,,
ABIN,ABINP,Abutilon incanum (Link) Sweet ssp. pringlei (Hochr.) Felger & Lowe,,
ABIN,ABPR4,Abutilon pringlei Hochr.,,
ABIN2,,Abronia insularis Standl.,island sand verbena,Nyctaginaceae
ABIN3,,Abutilon indicum (L.) Sweet,monkeybush,Malvaceae
ABINA,,Abutilon indicum (L.) Sweet ssp. albescens (Miq.) Borss. Waalk.,,Malvaceae
ABINA,ABASA,Abutilon asiaticum (L.) Sweet var. albescens (Miq.) Fosberg,,
ABLA,,Abies lasiocarpa (Hook.) Nutt.,subalpine fir,Pinaceae
ABLA2,,Abronia latifolia Eschsch.,coastal sand verbena,Nyctaginaceae
ABLAA,,Abies lasiocarpa (Hook.) Nutt. var. arizonica (Merriam) Lemmon,corkbark fir,Pinaceae
ABLAA,ABAR2,Abies arizonica Merriam,,
ABLAL,,Abies lasiocarpa (Hook.) Nutt. var. lasiocarpa,subalpine fir,Pinaceae
ABLAL,ABBAF,Abies balsamea (L.) Mill. var. fallax (Engelm.) B. Boivin,,
ABLAL,ABBAL,Abies balsamea (L.) Mill. ssp. lasiocarpa (Hook.) B. Boivin,,
ABLAL,ABBI3,Abies bifolia A. Murray bis,,
ABLAL,ABLAB,Abies lasiocarpa (Hook.) Nutt. ssp. bifolia (A. Murray bis) Silba,,
ABLAL,ABLAB2,Abies lasiocarpa (Hook.) Nutt. var. bifolia (A. Murray bis) Eckenw.,,
ABLAL,ABSU,Abies subalpina Engelmann,,
ABLO,,Abies lowiana (Gordon & Glend.) A. Murray bis,Sierra white fir,Pinaceae
ABLO,ABCOL,Abies concolor (Gord. & Glend.) Lindl. ex Hildebr. var. lowiana (Gord. & Glend.) Lemmon,,
ABMA,,Abies magnifica A. Murray bis,California red fir,Pinaceae
ABMA2,,Abronia maritima Nutt. ex S. Watson,red sand verbena,Nyctaginaceae
ABMA3,,Abutilon malacum S. Watson,yellow Indian mallow,Malvaceae
ABMA5,,Abronia macrocarpa L.A. Galloway,largefruit sand verbena,Nyctaginaceae
ABMA8,,Abutilon mauritianum (Jacq.) Medik.,,Malvaceae
ABMA9,,Abelmoschus manihot (L.) Medik. [excluded],,Malvaceae
ABMA9,HIMA9,Hibiscus manihot L.,,
ABMAM,,Abies magnifica A. Murray bis var. magnifica ,California red fir,Pinaceae
ABMAS,,Abies magnifica A. Murray bis var. shastensis Lemmon,Shasta red fir,Pinaceae
ABMAS,ABMAC,Abies magnifica A. Murray bis var. critchfieldii Lanner,,
ABMAS,ABMAS2,Abies magnifica A. Murray bis ssp. shastensis (Lemmon) Silba,,
ABMAS,ABSH,Abies ×shastensis (Lemmon) Lemmon,,
ABME,,Abronia mellifera Douglas ex Hook.,white sand verbena,Nyctaginaceae
ABME2,,Abutilon menziesii Seem.,ko'oloa 'ula,Malvaceae
ABME3,,Abutilon megapotamicum (A. Spreng.) A. St.-Hil. & Naudin,trailing abutilon,Malvaceae
ABMI2,,Abronia minor Standl.,little sand verbena,Nyctaginaceae
ABMO,,Abelmoschus moschatus Medik.,musk okra,Malvaceae
ABMO,HIAB,Hibiscus abelmoschus L.,,
ABMO2,,Abutilon mollicomum (Willd.) Sweet,Sonoran Indian mallow,Malvaceae
ABMO2,ABSO,Abutilon sonorae A. Gray,,
ABNA,,Abronia nana S. Watson,dwarf sand verbena,Nyctaginaceae
ABNAC,,Abronia nana S. Watson var. covillei (Heimerl) Munz,Coville's dwarf sand verbena,Nyctaginaceae
ABNAC,ABNAC2,Abronia nana S. Watson ssp. covillei (Heimerl) Munz,,
ABNAH,,Abronia nana S. Watson var. harrisii S.L. Welsh,Harris' dwarf sand verbena,Nyctaginaceae
ABNAN,,Abronia nana S. Watson var. nana,dwarf sand verbena,Nyctaginaceae
ABNAN,ABNAL,Abronia nana S. Watson var. lanciformis M.E. Jones,,
ABNE,,Abronia neurophylla Standl.,beach sand verbena,Nyctaginaceae
ABOV,,Abildgaardia ovata (Burm. f.) Kral,flatspike sedge,Cyperaceae
ABOV,ABMO4,Abildgaardia monostachya (L.) Vahl,,
ABOV,CYMO10,Cyperus monostachyos L.,,
ABOV,FIMO2,Fimbristylis monostachya (L.) Hassk.,,
ABOV,FIOV,Fimbristylis ovata (Burm. f.) J. Kern,,
ABPA,,Abutilon palmeri A. Gray,Palmer's Indian mallow,Malvaceae
ABPA2,,Abutilon parishii S. Watson,Parish's Indian mallow,Malvaceae
ABPA3,,Abutilon parvulum A. Gray,dwarf Indian mallow,Malvaceae
ABPA5,,Abrothallus parmeliarum (Sommerf.) Arnold,parmelia abrothallus lichen,Uncertain Ascomycota Family
ABPA5,BUPA8,Buelliella parmeliarum (Sommerf.) Fink,,
ABPE,,Abutilon permolle (Willd.) Sweet,coastal Indian mallow,Malvaceae
ABPE2,,Abrothallus peyritschii (Stein) Kotte,,Uncertain Ascomycota Family
ABPO,,Abronia pogonantha Heimerl,Mojave sand verbena,Nyctaginaceae
ABPR,,Abies procera Rehder,noble fir,Pinaceae
ABPR,ABNO,Abies nobilis (Douglas ex D. Don) Lindl.,,
ABPR3,,Abrus precatorius L.,rosarypea,Fabaceae
ABPR3,ABAB2,"Abrus abrus (L.) W. Wight, nom. inval.",,
ABPR5,,Abrothallus prodiens (Harm.) Diederich & Hafellner,,Uncertain Ascomycota Family
ABRE,,Abutilon reventum S. Watson,yellowflower Indian mallow,Malvaceae
ABROM,,Abroma Jacq.,,Sterculiaceae
ABROM,AMBRO2,"Ambroma L. f., orth. var.",,
ABRON,,Abronia Juss.,sand verbena,Nyctaginaceae
ABROT,,Abrothallus De Not.,abrothallus lichen,Uncertain Ascomycota Family
ABRUS,,Abrus Adans.,abrus,Fabaceae
ABSA2,,Abutilon sandwicense (O. Deg.) Christoph.,greenflower Indian mallow,Malvaceae
ABSA2,ABSA4,Abortopetalum sandwicense O. Deg.,,
ABSA2,ABSAW,Abutilon sandwicense (O. Deg.) Christoph. var. welchii Christoph.,,
ABSCO,,Absconditella Vezda,absconditella lichen,Stictidaceae
ABSP,,Absconditella sphagnorum Vezda & Poelt,sphagnum absonditella lichen,Stictidaceae
ABTH,,Abutilon theophrasti Medik.,velvetleaf,Malvaceae
ABTH,ABAB3,"Abutilon abutilon (L.) Rusby, nom. inval.",,
ABTH,ABAV,Abutilon avicennae Gaertn.,,
ABTH2,,Abutilon thurberi A. Gray,Thurber's Indian mallow,Malvaceae
ABTR,,Abutilon trisulcatum (Jacq.) Urb.,anglestem Indian mallow,Malvaceae
ABTR,ABTR2,Abutilon triquetrum (L.) Sweet,,
ABTR3,,Absconditella trivialis (Willey ex Tuck.) Vezda,trivial absconditella lichen,Stictidaceae
ABTU,,Abronia turbinata Torr. ex S. Watson,transmontane sand verbena,Nyctaginaceae
ABTU,ABEX,Abronia exalata Standl.,,
ABTU,ABOR2,Abronia orbiculata Standl.,,
ABUM,,Abronia umbellata Lam.,pink sand verbena,Nyctaginaceae
ABUMB,,Abronia umbellata Lam. ssp. breviflora (Standl.) Munz,pink sand verbena,Nyctaginaceae
ABUMB,ABAC,Abronia acutalata Standl.,,
ABUMB,ABBR2,Abronia breviflora Standl.,,
ABUMB,ABUMA2,Abronia umbellata Lam. ssp. acutalata (Standl.) Tillett,,
ABUMB,ABUMA3,Abronia umbellata Lam. var. acutalata (Standl.) C.L. Hitchc.,,
ABUMU,,Abronia umbellata Lam. ssp. umbellata,pink sand verbena,Nyctaginaceae
ABUMU,ABAL2,Abronia alba Eastw.,,
ABUMU,ABPL,Abronia platyphylla Standl.,,
ABUMU,ABUMA4,Abronia umbellata Lam. ssp. alba (Eastw.) Munz,,
ABUMU,ABUMP,Abronia umbellata Lam. ssp. platyphylla (Standl.) Munz,,
ABUMU,ABUMV,Abronia umbellata Lam. ssp. variabilis (Standl.) Munz,,
ABUMU,ABVA,Abronia variabilis Standl.,,
ABUTI,,Abutilon Mill.,Indian mallow,Malvaceae
ABVE2,,Abies veitchii Lindl.,Christmastree,Pinaceae
ABVI,,Abronia villosa S. Watson,desert sand verbena,Nyctaginaceae
ABVIA,,Abronia villosa S. Watson var. aurita (Abrams) Jeps.,desert sand verbena,Nyctaginaceae
ABVIA,ABPI2,Abronia pinetorum Abrams,,
ABVIV,,Abronia villosa S. Watson var. villosa,desert sand verbena,Nyctaginaceae
ABWE,,Abrothallus welwitschii Tul.,,Uncertain Ascomycota Family
ABWR,,Abutilon wrightii A. Gray,Wright's Indian mallow,Malvaceae
ACAC,,Acleisanthes acutifolia Standl.,needletip trumpets,Nyctaginaceae
ACAC10,,Acacia acuminata Benth.,,Fabaceae
ACAC7,,Acacia acinacea Lindl.,gold-dust acacia,Fabaceae
ACAC7,ACCY3,Acacia cyclophylla Schltdl.,,
ACAC8,,Acacia aciphylla Benth.,,Fabaceae
ACAC9,,Acacia aculeatissima J.F. Macbr.,,Fabaceae
ACACI,,Acacia Mill.,acacia,Fabaceae
ACACI2,,Acaciella Britton & Rose,,Fabaceae
ACAD,,Acacia adunca A. Cunn. ex G. Don,Wallangarra wattle,Fabaceae
ACAD,ACAC6,Acacia accola Maiden & Betche,,
ACAE,,Acarospora aeruginosa Hasse,cracked lichen,Acarosporaceae
ACAE2,,Achillea aegyptiaca L.,,Asteraceae
ACAE2,ACTA3,Achillea taygetea Boiss. & Heldr.,,
ACAEN,,Acaena Mutis ex L.,acaena,Rosaceae
ACAG,,Achillea ageratifolia (Sm.) Boiss.,yarrow,Asteraceae
ACAG3,,Achillea ageratum L.,sweet-Nancy,Asteraceae
ACAL13,,Acarospora albomarginata (Herre) Salisb.,cracked lichen,Acarosporaceae
ACAL13,THAL6,Thelocarpon albomarginatum Herre,,
ACAL16,,Acacia alata R. Br.,winged wattle,Fabaceae
ACAL17,,Achillea alpina L.,Chinese yarrow,Asteraceae
ACAL2,,Acalypha alopecuroidea Jacq.,foxtail copperleaf,Euphorbiaceae
ACAL2,ACAR17,Acalypha aristata Kunth,,
ACALY,,Acalypha L.,copperleaf,Euphorbiaceae
ACAM,,Acorus americanus (Raf.) Raf.,sweetflag,Acoraceae
ACAM,ACCA10,Acorus calamus auct. non L.,,
ACAM,ACCAA2,Acorus calamus L. var. americanus (Raf.) H.D. Wulff.,,
ACAM2,,Acalypha amentacea Roxb.,catch me if you can,Euphorbiaceae
ACAM5,,Acarospora americana H. Magn.,American cracked lichen,Acarosporaceae
ACAM7,,Acarospora amphibola Wedd.,,Acarosporaceae
ACAM8,,Acroceras amplectens Stapf,acroceras,Poaceae
ACAM9,,Acacia ampliceps Maslin,acacia,Fabaceae
ACAMH,,Acalypha amentacea Roxb. var. heterotricha Fosberg,,Euphorbiaceae
ACAMP,,Acamptopappus (A. Gray) A. Gray,goldenhead,Asteraceae
ACAMP2,,Acalypha amentacea Roxb. var. palauensis Fosberg,,Euphorbiaceae
ACAN10,,Acacia aneura F. Muell. ex Benth.,mulga,Fabaceae
ACAN11,,Acaciella angustissima (Mill.) Britton & Rose,prairie acacia,Fabaceae
ACAN11,ACAN,Acacia angustissima (Mill.) Kuntze,,
ACAN2,,Acleisanthes anisophylla A. Gray,obliqueleaf trumpets,Nyctaginaceae
ACAN8,,Aconitum anthora L.,yellow monkshood,Ranunculaceae
ACANC3,,Acaciella angustissima (Mill.) Britton & Rose var. chisosiana (Isely) B.L. Turner,Chisos prairie acacia,Fabaceae
ACANC3,ACANC,Acacia angustissima (Mill.) Kuntze var. chisosiana Isely,,
ACANH2,,Acaciella angustissima (Mill.) Britton & Rose var. hirta (Nutt.) B.L. Turner,prairie acacia,Fabaceae
ACANH2,ACANC2,Acacia angustissima (Mill.) Kuntze var. cuspidata (Schltdl.) L.D. Benson,,
ACANH2,ACANH,Acacia angustissima (Mill.) Kuntze var. hirta (Nutt.) B.L. Rob.,,
ACANH2,ACANT4,Acacia angustissima (Mill.) Kuntze var. texensis (Torr. & A. Gray) Isely,,
ACANH2,ACANT5,Acaciella angustissima (Mill.) Britton & Rose var. texensis (Torr. & A. Gray) L. Rico,,
ACANH2,ACCU,Acacia cuspidata Schltdl.,,
ACANH2,ACHI3,Acacia hirta Nutt.,,
ACANH2,ACHI4,Acaciella hirta (Nutt.) Britton & Rose,,
ACANH2,ACTE2,Acacia texensis Torr. & A. Gray,,
ACANT2,,Acanthomintha (A. Gray) A. Gray,thorn-mint,Lamiaceae
ACANT3,,Acanthospermum Schrank,starbur,Asteraceae
ACANT6,,Acanthocereus (Engelm. ex A. Berger) Britton & Rose,triangle cactus,Cactaceae
ACANT7,,Acanthus L.,acanthus,Acanthaceae
ACAP,,Acarospora applanata H. Magn.,cracked lichen,Acarosporaceae
ACAR,,Acnistus arborescens (L.) Schltdl.,hollowheart,Solanaceae
ACAR,DUAR4,Dunalia arborescens (L.) Sleumer,,
ACAR10,,Actinidia arguta (Siebold & Zucc.) Planch. ex Miq.,tara vine,Actinidiaceae
ACAR14,,Achnatherum aridum (M.E. Jones) Barkworth,Mormon needlegrass,Poaceae
ACAR14,STAR2,Stipa arida M.E. Jones,,
ACAR16,,Acalypha arvensis Poepp.,field copperleaf,Euphorbiaceae
ACAR16,ACAR19,Acalypha aristata auct. non Kunth,,
ACAR18,,Actaea arizonica (S. Watson) J. Compton,Arizona bugbane,Ranunculaceae
ACAR18,CIAR,Cimicifuga arizonica S. Watson,,
ACAR2,,Acinos arvensis (Lam.) Dandy,basil thyme,Lamiaceae
ACAR2,ACTH3,Acinos thymoides (L.) Moench,,
ACAR2,CAAC6,Calamintha acinos (L.) Clairville ex Gaudich.,,
ACAR2,CLAC5,Clinopodium acinos (L.) Kuntze,,
ACAR2,SAAC,Satureja acinos (L.) Scheele,,
ACAR8,,Acarospora arenacea H. Magn.,cracked lichen,Acarosporaceae
ACAR9,,Acarospora arenosa Herre,cracked lichen,Acarosporaceae
ACARO2,,Acarospora A. Massal.,cracked lichen,Acarosporaceae
ACAS,,Achyranthes aspera L.,devil's horsewhip,Amaranthaceae
ACAS,ACCA37,Achyranthes canescens R. Br.,,
ACAS3,,Acarospora asahinae H. Magn.,Asahina's cracked lichen,Acarosporaceae
ACAS4,,Acarospora asperata H. Magn.,cracked lichen,Acarosporaceae
ACASA,,Achyranthes aspera L. var. aspera,devil's horsewhip,Amaranthaceae
ACASA,ACIN4,Achyranthes indica (L.) Mill.,,
ACASA,CEAS3,Centrostachys aspera (L.) Standl.,,
ACASA,CEIN6,Centrostachys indica (L.) Standl.,,
ACASP,,Achyranthes aspera L. var. pubescens (Moq.) Townsend,devil's horsewhip,Amaranthaceae
ACAU,,Acacia auriculiformis A. Cunn. ex Benth.,earleaf acacia,Fabaceae
ACAU2,,Acanthospermum australe (Loefl.) Kuntze,Paraguayan starbur,Asteraceae
ACAU2,ACXA,Acanthospermum xanthioides DC.,,
ACAU2,MEAU,Melampodium australe Loefl.,,
ACAU3,,Acrostichum aureum L.,golden leatherfern,Pteridaceae
ACAU6,,Acalypha australis L.,Asian copperleaf,Euphorbiaceae
ACAUL,,Acaulon Müll. Hal.,acaulon moss,Pottiaceae
ACBA,,Acacia baileyana F. Muell.,cootamundra wattle,Fabaceae
ACBA4,,Acarospora badiofusca (Nyl.) Th. Fr.,cracked lichen,Acarosporaceae
ACBA4,ACBO2,Acarospora boulderensis H. Magn.,,
ACBE2,,Acalypha berteriana Müll. Arg.,Guayama Copperleaf,Euphorbiaceae
ACBE6,,Acacia beckleri Tindale,Barrier Range wattle,Fabaceae
ACBI3,,Acalypha bisetosa Bertol. ex Spreng.,streambank copperleaf,Euphorbiaceae
ACBI4,,Aconitum ×bicolor Schult. (pro sp.),twocolor monkshood,Ranunculaceae
ACBI5,,Acacia binervata DC.,two-vein-hickory,Fabaceae
ACBI6,,Achillea biserrata M. Bieb.,,Asteraceae
ACBI9,,Achyranthes bidentata Blume [excluded],,Amaranthaceae
ACBL,,Achnatherum ×bloomeri (Bol.) Barkworth,,Poaceae
ACBL,ORBL,Oryzopsis bloomeri (Bol.) Ricker,,
ACBL,STBL4,Stipa bloomeri Bol.,,
ACBL,STBL5,Stiporyzopsis bloomeri (Bol.) B.L. Johnson,,
ACBO4,,Acacia boomanii Maiden,Snowy River wattle,Fabaceae
ACBR3,,Acacia brachybotrya Benth.,gray mulga,Fabaceae
ACBR5,,Achnatherum brachychaetum (Godr.) Barkworth,shortbristled needlegrass,Poaceae
ACBR5,NABR2,Nassella brachychaeta (Godr.) Barkworth,,
ACBR5,STBR3,Stipa brachychaeta Godr.,,
ACBR6,,Achnatherum bromoides (L.) P. Beauv.,,Poaceae
ACBR6,STAR14,Stipa aristella L.,,
ACBR6,STBR8,Stipa bromoides (L.) Dorfl.,,
ACBU2,,Acarospora bullata Anzi,cracked lichen,Acarosporaceae
ACBU3,,Acacia buxifolia A. Cunn.,,Fabaceae
ACBU4,,Acer buergerianum Miq.,trident maple,Aceraceae
ACCA14,,Acarospora caesiofusca (Müll. Arg.) H. Magn.,cracked lichen,Acarosporaceae
ACCA15,,Acarospora californica Zahlbr.,California cracked lichen,Acarosporaceae
ACCA16,,Acarospora canadensis H. Magn.,Canada cracked lichen,Acarosporaceae
ACCA17,,Acarospora carnegiei Zahlbr.,Carnegie's cracked lichen,Acarosporaceae
ACCA18,,Acrocordia cavata (Ach.) R.C. Harris,acrocordia lichen,Monoblastiaceae
ACCA18,ARCA40,Arthopyrenia cavata (Ach.) R.C. Harris,,
ACCA20,,Aconitum carmichaelii Debeaux,Carmichael's monkshood,Ranunculaceae
ACCA23,,Acacia caesiella Maiden & Blakely,,Fabaceae
ACCA24,,Acacia calamifolia Sweet ex Lindl.,broom wattle,Fabaceae
ACCA25,,Acacia cambagei R.T. Baker,gidgee,Fabaceae
ACCA27,,Acacia cardiophylla A. Cunn. ex Benth.,wyalong wattle,Fabaceae
ACCA29,,Achillea cartilaginea Ledeb. ex Rchb.,,Asteraceae
ACCA3,,Acalypha californica Benth.,California copperleaf,Euphorbiaceae
ACCA3,ACPR,Acalypha pringlei S. Watson,,
ACCA30,,Achnatherum calamagrostis (L.) P. Beauv.,,Poaceae
ACCA31,,Achnatherum caudatum (Trin.) S.L.W. Jacobs & J. Everett,Chilean ricegrass,Poaceae
ACCA31,STLI4,Stipa littoralis Phil.,,
ACCA32,,×Achnella caduca (Beal) Barkworth,Mandan ricegrass,Poaceae
ACCA32,ORCA9,Oryzopsis caduca Beal,,
ACCA32,STCA13,×Stiporyzopsis caduca (Beal) B.L. Johnson & Rogler,,
ACCA32,STCA22,Stipa caduca (Beal) Scribn.,,
ACCA34,,Achnatherum capense (Thunb.) P. Beauv.,Cape ricegrass,Poaceae
ACCA34,STCA25,Stipa capensis Thunb.,,
ACCA34,STTO8,Stipa tortilis Desf.,,
ACCA36,,Achnatherum caragana (Trin.) Nevski,,Poaceae
ACCA36,LACA13,Lasiagrostis caragana (Trin.) Trin. & Rupr.,,
ACCA36,STCA27,Stipa caragana Trin.,,
ACCA4,,Acorus calamus L.,calamus,Acoraceae
ACCA5,,Acer campestre L.,hedge maple,Aceraceae
ACCA6,,Achlys californica I. Fukuda & H.G. Baker,deer's foot,Berberidaceae
ACCE,,Acarospora cervina A. Massal.,cracked lichen,Acarosporaceae
ACCH2,,Acalypha chamaedryfolia (Lam.) Müll. Arg.,bastard copperleaf,Euphorbiaceae
ACCH5,,Actinidia chinensis Planch.,kiwi,Actinidiaceae
ACCH6,,Achillea chrysocoma Friv.,,Asteraceae
ACCH8,,Acacia chinchillensis Tindale,Chinchilla wattle,Fabaceae
ACCH8,ACCH7,"Acacia chinchellensis Tindale, orth. var.",,
ACCHD,,Actinidia chinensis Planch. var. deliciosa (A. Chev.) A. Chev.,kiwi,Actinidiaceae
ACCI,,Acer circinatum Pursh,vine maple,Aceraceae
ACCI2,,Acarospora cinereoalba (Fink) H. Magn.,cracked lichen,Acarosporaceae
ACCI3,,Acrobolbus ciliatus (Mitt.) Schiffn.,,Acrobolbaceae
ACCI4,,Acarospora citrina (Taylor) Zahlbr.,,Acarosporaceae
ACCI5,,Acer cissifolium (Siebold & Zucc.) K. Koch,ivyleaf maple,Aceraceae
ACCI6,,Acacia cibaria F. Muell.,turpentine mulga,Fabaceae
ACCI6,ACBR4,Acacia brachystachya auct.,,
ACCL3,,Achillea clavennae L.,,Asteraceae
ACCL4,,Achillea clusiana Tausch,,Asteraceae
ACCL5,,Achillea clypeolata Sm.,,Asteraceae
ACCL6,,Acarospora clauzadeana (Llimona) Casares & Hafellner,,Acarosporaceae
ACCL6,BICL2,Biatorella clauzadeana Llimona,,
ACCL7,,Achnatherum clandestinum (Hack.) Barkworth,Mexican ricegrass,Poaceae
ACCL7,STCL5,Stipa clandestina Hack.,,
ACCO,,Acacia confusa Merr.,small Philippine acacia,Fabaceae
ACCO10,,Acarospora coloradiana H. Magn.,Colorado cracked lichen,Acarosporaceae
ACCO11,,Acarospora complanata H. Magn.,cracked lichen,Acarosporaceae
ACCO11,ACOB6,Acarospora obscura H. Magn.,,
ACCO12,,Acrocordia conoidea (Fr.) Körb.,acrocordia lichen,Monoblastiaceae
ACCO12,ARCO31,Arthopyrenia conoidea (Fr.) Zahlbr.,,
ACCO15,,Acacia cognata Domin,bower wattle,Fabaceae
ACCO16,,Acacia colletioides A. Cunn. ex Benth.,,Fabaceae
ACCO17,,Acacia conspersa F. Muell.,,Fabaceae
ACCO18,,Acacia continua Benth.,thorn wattle,Fabaceae
ACCO19,,Achillea collina Becker ex Rchb.,,Asteraceae
ACCO20,,Achillea conferta DC.,,Asteraceae
ACCO21,,Achnatherum coronatum (Thurb.) Barkworth,giant ricegrass,Poaceae
ACCO21,STCO5,Stipa coronata Thurb.,,
ACCO22,,Achnatherum contractum (B.L. Johnson) Barkworth,contracted ricegrass,Poaceae
ACCO22,ORCO3,Oryzopsis contracta (B.L. Johnson) Schltr.,,
