Symbol,Synonym Symbol,Scientific Name with Author,Common Name,Family
ORLUL2,ORMUA,Orobanche multiflora Nutt. var. arenosa (Suksd.) Munz,,
ORLUM,,Orobanche ludoviciana Nutt. ssp. multiflora (Nutt.) T.S. Collins ex H.L. White & W.C. Holmes,manyflower broomrape,Orobanchaceae
ORLUM,MYMU2,Myzorrhiza multiflora (Nutt.) Rydb.,,
ORLUM,ORLUM2,Orobanche ludoviciana Nutt. var. multiflora (Nutt.) G. Beck,,
ORLUM,ORMU,Orobanche multiflora Nutt.,,
ORLUM,ORMUP2,Orobanche multiflora Nutt. var. pringlei Munz,,
ORLUM,ORMUT,Orobanche multiflora Nutt. var. typica Munz,,
ORLUM,PHER4,Phelipaea erianthera Engelm.,,
ORLUV2,,Orbea lutea (N.E. Br.) Bruyns ssp. vaga (N.E. Br.) Bruyns,,Asclepiadaceae
ORLUV2,CANE28,Caralluma nebrownii A. Berger,,
ORLY,,Orthotrichum lyellii Hook. & Taylor,Lyell's orthotrichum moss,Orthotrichaceae
ORLY,ORLYP,Orthotrichum lyellii Hook. & Taylor var. papillosum (Hampe) Sull.,,
ORLY,ORPA5,Orthotrichum papillosum Hampe,,
ORMA,,Origanum majorana L.,sweet marjoram,Lamiaceae
ORMA,MAHO3,Majorana hortensis Moench,,
ORMA,MAMA24,"Majorana majorana (L.) Karst., nom. inval.",,
ORMA2,,Orbexilum macrophyllum (Rowlee) Rydb.,largeleaf leather-root,Fabaceae
ORMA2,PSMA3,Psoralea macrophylla Rowlee,,
ORMA6,,Origanum maru L.,Egyptian marjoram,Lamiaceae
ORMA7,,Oreas martiana (Hoppe & Hornsch.) Brid.,oreas moss,Dicranaceae
ORMI,,Orobanche minor Sm.,hellroot,Orobanchaceae
ORMO2,,Orphniospora moriopsis (A. Massal.) D. Hawksw.,orphniospora lichen,Fuscideaceae
ORMO2,BUAT,Buellia atrata (Sm.) Anzi,,
ORMO2,BUCO9,Buellia coracina (Nyl.) Körb.,,
ORMO2,BUMO4,Buellia moriopsis (A. Massal.) Th. Fr.,,
ORMO2,ORAT2,Orphniospora atrata (Sm.) Poelt,,
ORMO5,,Orchis morio L.,green-winged orchid,Orchidaceae
ORMOC,,Ormocarpum P. Beauv.,ormocarpum,Fabaceae
ORMOS,,Ormosia Jacks.,ormosia,Fabaceae
ORMU3,,Orobanche multicaulis Brandegee,spiked broomrape,Orobanchaceae
ORMU3,ORMUG,Orobanche multicaulis Brandegee var. genuina Munz,,
ORMUP4,,Orobanche multicaulis Brandegee var. palmeri Munz [excluded],,Orobanchaceae
ORNE,,Oryctes nevadensis S. Watson,Nevada oryctes,Solanaceae
ORNIT,,Ornithogalum L.,star of Bethlehem,Liliaceae
ORNIT2,,Ornithopus L.,bird's-foot,Fabaceae
ORNIT3,,Ornithostaphylos Small,ornithostaphylos,Ericaceae
ORNU,,Ornithogalum nutans L.,drooping star of Bethlehem,Liliaceae
OROB70,,Orthotrichum obtusifolium Brid.,obtuseleaf aspen moss,Orthotrichaceae
OROB70,NYOB,Nyholmiella obtusifolia (Brid.) Holmen & Warncke,,
OROBA,,Orobanche L.,broomrape,Orobanchaceae
OROCH,,Orochaenactis Coville,orochaenactis,Asteraceae
OROGE,,Orogenia S. Watson,Indian potato,Apiaceae
OROH,,Orthotrichum ohioense Sull. & Lesq.,Ohio orthotrichum moss,Orthotrichaceae
ORON,,Orbexilum onobrychis (Nutt.) Rydb.,French-grass,Fabaceae
ORON,PSON,Psoralea onobrychis Nutt.,,
ORON2,,Origanum onites L.,pot marjoram,Lamiaceae
ORON2,MAON,Majorana onites (L.) Benth.,,
ORONT,,Orontium L.,goldenclub,Araceae
OROP,,Ornithostaphylos oppositifolia (Parry) Small,Baja birdbush,Ericaceae
ORPA,,Orthocarpus pachystachyus A. Gray,Shasta owl's-clover,Scrophulariaceae
ORPA2,,Orobanche parishii (Jeps.) Heckard,Parish's broomrape,Orobanchaceae
ORPA3,,Oreochrysum parryi (A. Gray) Rydb.,Parry's goldenrod,Asteraceae
ORPA3,ASMI18,Aster minor Kuntze,,
ORPA3,HAPA9,Haplopappus parryi A. Gray,,
ORPA3,SOPA4,Solidago parryi (A. Gray) Greene,,
ORPA6,,Orthotrichum pallens Bruch ex Brid.,orthotrichum moss,Orthotrichaceae
ORPA8,,Oreogrammitis palauensis (Hosok.) Parris,Palau dwarf polypody,Grammitidaceae
ORPA8,GRPA9,Grammitis palauensis Hosok.,,
ORPAB,,Orobanche parishii (Jeps.) Heckard ssp. brachyloba Heckard,Parish's broomrape,Orobanchaceae
ORPAC,,Orthotrichum pallens Bruch ex Brid. var. crenulatum Vitt,crenulate orthotrichum moss,Orthotrichaceae
ORPAJ,,Orthotrichum pallens Bruch ex Brid. var. johnsenae Vitt,Johnsen's orthotrichum moss,Orthotrichaceae
ORPAP,,Orobanche parishii (Jeps.) Heckard ssp. parishii,Parish's broomrape,Orobanchaceae
ORPAP,ORCAP,Orobanche californica Cham. & Schltdl. var. parishii Jeps.,,
ORPAP2,,Orthotrichum pallens Bruch ex Brid. var. pallens,orthotrichum moss,Orthotrichaceae
ORPE,,Orbexilum pedunculatum (Mill.) Rydb.,Sampson's snakeroot,Fabaceae
ORPE2,,Orthodontium pellucens (Hook.) Bruch & Schimp.,orthodontium moss,Bryaceae
ORPE3,,Orthotrichum pellucidum Lindb.,xerophytic limestone moss,Orthotrichaceae
ORPE3,ORCUJ,Orthotrichum cupulatum Brid. var. jamesianum (Sull.) E. Lawton,,
ORPE3,ORJA,Orthotrichum jamesianum Sull.,,
ORPE4,,Oreostemma peirsonii (Sharsm.) G.L. Nesom,Peirson's aster,Asteraceae
ORPE4,ASPE2,Aster peirsonii Sharsm.,,
ORPE80,,Ornithopus perpusillus L.,little white bird's-foot,Fabaceae
ORPEP,,Orbexilum pedunculatum (Mill.) Rydb. var. psoralioides (Walter) Isely,Sampson's snakeroot,Fabaceae
ORPEP,ORGR3,Orbexilum gracile (Torr. & A. Gray) Rydb.,,
ORPEP,ORPEG,Orbexilum pedunculatum (Mill.) Rydb. var. gracile (Torr. & A. Gray) J. Grimes,,
ORPEP,PSPS,Psoralea psoralioides (Walter) Cory,,
ORPEP,PSPSG,Psoralea psoralioides (Walter) Cory var. gracilis (Torr. & A. Gray) Freeman,,
ORPEP2,,Orbexilum pedunculatum (Mill.) Rydb. var. pedunculatum,Sampson's snakeroot,Fabaceae
ORPEP2,HEPE4,Hedysarum pedunculatum Mill.,,
ORPEP2,ORPEE,Orbexilum pedunculatum (Mill.) Rydb. var. eglandulosum (Elliott) Isely,,
ORPEP2,PSPE3,Psoralea pedunculata (Mill.) Vail,,
ORPEP2,PSPSE,Psoralea psoralioides (Walter) Cory var. eglandulosa (Elliott) Freeman,,
ORPHN,,Orphniospora Körb.,orphniospora lichen,Fuscideaceae
ORPI,,Orcuttia pilosa Hoover,hairy Orcutt grass,Poaceae
ORPI2,,Orobanche pinorum Geyer ex Hook.,conifer broomrape,Orobanchaceae
ORPI2,APPI2,Aphyllon pinorum (Geyer ex Hook.) A. Gray,,
ORPI2,MYPI2,Myzorrhiza pinorum (Geyer ex Hook.) Rydb.,,
ORPI2,PHPI3,Phelipaea pinorum (Geyer ex Hook.) A. Gray,,
ORPI3,,Ornithopus pinnatus (Mill.) Druce,yellow bird's-foot,Fabaceae
ORPR3,,Orthotrichum praemorsum Vent.,orthotrichum moss,Orthotrichaceae
ORPR3,ORARP,Orthotrichum arcticum Schimp. var. praemorsum (Vent.) Wijk & Margad.,,
ORPR3,ORMIP,Orthotrichum microblepharum Schimp. var. praemorsum (Vent.) Grout,,
ORPU10,,Orthotrichum pusillum Mitt.,orthotrichum moss,Orthotrichaceae
ORPU10,ORPS,Orthotrichum psilocarpum James,,
ORPU13,,Oryza punctata Kotzchy ex Steud.,red rice,Poaceae
ORPU15,,Orchis purpurella T. Stephensen & T.A. Stephensen [excluded],,Orchidaceae
ORPU2,,Orthocarpus purpureoalbus A. Gray ex S. Watson,purplewhite owl's-clover,Scrophulariaceae
ORPU5,,Oreonana purpurascens Shevock & Constance,purple mountainparsley,Apiaceae
ORPU8,,Orthotrichum pulchellum Brunt.,orthotrichum moss,Orthotrichaceae
ORPU8,ORPUG,Orthotrichum pulchellum Brunt. var. groutii E. Lawton,,
ORPU9,,Orthotrichum pumilum Sw.,orthotrichum moss,Orthotrichaceae
ORPU9,ORPUF,Orthotrichum pumilum Sw. var. fallax (Bruch) Bertsch,,
ORPU9,ORSC,Orthotrichum schimperi Hammar,,
ORPY,,Ornithogalum pyrenaicum L.,Pyrenees star of Bethlehem,Liliaceae
ORPY3,,Orthotrichum pycnophyllum Schimp.,orthotrichum moss,Orthotrichaceae
ORPY4,,Orthotrichum pylaisii Brid.,Pylais' orthotrichum moss,Orthotrichaceae
ORPY4,ORAR3,Orthotrichum arcticum Schimp.,,
ORPY4,ORBL2,Orthotrichum blyttii Schimp.,,
ORPY4,ORMI6,Orthotrichum microblepharum Schimp.,,
ORRA,,Orobanche ramosa L.,hemp broomrape,Orobanchaceae
ORRI,,Orobanche riparia L.T. Collins,River Broom-Rape,Orobanchaceae
ORRI2,,Orthotrichum rivulare Turner,streamside orthotrichum moss,Orthotrichaceae
ORRI2,OREU,Orthotrichum euryphyllum Vent.,,
ORRI2,ORSP5,Orthotrichum sprucei sensu Grout,,
ORRU,,Oryza rufipogon Griffiths,brownbeard rice,Poaceae
ORRU,ORPE5,Oryza perennis Moench,,
ORRU2,,Orthothecium rufescens (Brid.) Schimp.,orthothecium moss,Hypnaceae
ORRU2,HORU4,Holmgrenia rufescens (Brid.) Lindb.,,
ORRU3,,Orthotrichum rupestre Schleich. ex Schwägr.,orthotrichum moss,Orthotrichaceae
ORRU3,ORRUG,Orthotrichum rupestre Schleich. ex Schwägr. var. globosum (Lesq.) Grout,,
ORRU3,ORRUM,Orthotrichum rupestre Schleich. ex Schwägr. var. macfaddenae (R.S. Williams) Grout,,
ORRU3,ORTE5,Orthotrichum texanum Sull. & Lesq.,,
ORSA,,Oryza sativa L.,rice,Poaceae
ORSA,ORSAF,Oryza sativa L. var. fatua Prain,,
ORSA2,,Ornithopus sativus Brot.,common bird's-foot,Fabaceae
ORSAI,,Ornithopus sativus Brot. ssp. isthmocarpus (Coss.) Dostál,common bird's-foot,Fabaceae
ORSAI,ORIS80,Ornithopus isthmocarpus Coss.,,
ORSAI,ORRO2,Ornithopus roseus Dufour,,
ORSAI,ORSAR,Ornithopus sativus Brot. ssp. roseus (Dufour) Alsina,,
ORSAS,,Ornithopus sativus Brot. ssp. sativus,common bird's-foot,Fabaceae
ORSE,,Orthilia secunda (L.) House,sidebells wintergreen,Pyrolaceae
ORSE,ORSEO,Orthilia secunda (L.) House ssp. obtusata (Turcz.) Böcher,,
ORSE,ORSEO2,Orthilia secunda (L.) House var. obtusata (Turcz.) House,,
ORSE,PYSE,Pyrola secunda L.,,
ORSE,PYSEO,Pyrola secunda L. var. obtusata Turcz.,,
ORSE,PYSEO2,Pyrola secunda L. ssp. obtusata (Turcz.) Hultén,,
ORSE,RAEL,Ramischia elatior Rydb.,,
ORSE,RASE2,Ramischia secunda (L.) Garcke,,
ORSI,,Orbexilum simplex (Nutt. ex Torr. & A. Gray) Rydb.,singlestem leather-root,Fabaceae
ORSI,PSSI,Psoralea simplex Nutt. ex Torr. & A. Gray,,
ORSO2,,Orthotrichum sordidum Sull. & Lesq.,orthotrichum moss,Orthotrichaceae
ORSO2,ORCA10,Orthotrichum cancellatum Cardot & Thér.,,
ORSO2,ORMIR,Orthotrichum microblepharum Schimp. f. rubrum Grout,,
ORSP6,,Orthotrichum speciosum Nees,lanceolateleaf rock moss,Orthotrichaceae
ORSPE,,Orthotrichum speciosum Nees var. elegans (Schwägr. ex Hook. & Grev.) Warnst.,elegant lanceolateleaf rock moss,Orthotrichaceae
ORSPE,OREL3,Orthotrichum elegans Schwägr. ex Hook. & Grev.,,
ORSPS,,Orthotrichum speciosum Nees var. speciosum,lanceolateleaf rock moss,Orthotrichaceae
ORSPS,ORKI2,Orthotrichum killiasii Müll. Hal.,,
ORSPS,ORSPK,Orthotrichum speciosum Nees var. killiasii (Müll. Hal.) Vent.,,
ORST,,Orbexilum stipulatum (Torr. & A. Gray) Rydb.,largestipule leather-root,Fabaceae
ORST,PSST2,Psoralea stipulata Torr. & A. Gray,,
ORST3,,Orthotrichum stellatum Brid.,stellate orthotrichum moss,Orthotrichaceae
ORST4,,Orthotrichum stramineum Hornsch.,orthotrichum moss,Orthotrichaceae
ORST5,,Orthotrichum strangulatum P. Beauv.,strangulate orthotrichum moss,Orthotrichaceae
ORST5,ORCUM,Orthotrichum cupulatum Brid. var. minus Sull.,,
ORST5,ORLE2,Orthotrichum lescurii Austin,,
ORST5,ORPO2,Orthotrichum porteri Sull. & Lesq.,,
ORST5,ORSTM,Orthotrichum strangulatum P. Beauv. var. missouricum Grout,,
ORST6,,Orthotrichum striatum Hedw.,orthotrichum moss,Orthotrichaceae
ORST70,,Orthothecium strictum Lor.,orthothecium moss,Hypnaceae
ORST70,HOST7,Holmgrenia stricta (Lor.) Grout,,
ORST70,ORRU4,Orthothecium rubellum (Mitt.) Kindb.,,
ORTE,,Orcuttia tenuis Hitchc.,slender Orcutt grass,Poaceae
ORTE2,,Orthocarpus tenuifolius (Pursh) Benth.,thinleaved owl's-clover,Scrophulariaceae
ORTE4,,Orthotrichum tenellum Bruch ex Brid.,orthotrichum moss,Orthotrichaceae
ORTE4,ORCY,Orthotrichum cylindricarpum Lesq.,,
ORTE4,ORTEC,Orthotrichum tenellum Bruch ex Brid. var. coulteri (Mitt.) Grout,,
ORTH,,Orochaenactis thysanocarpha (A. Gray) Coville,California mountainpincushion,Asteraceae
ORTH4,,Ornithogalum thyrsoides Jacq.,wonder flower,Liliaceae
ORTHI,,Orthilia Raf.,orthilia,Pyrolaceae
ORTHO,,Orthocarpus Nutt.,owl's-clover,Scrophulariaceae
ORTHO3,,Orthothecium Schimp.,orthothecium moss,Hypnaceae
ORTHO4,,Orthotrichum Hedw.,orthotrichum moss,Orthotrichaceae
ORTHO5,,Orthodontium Schwägr.,orthodontium moss,Bryaceae
ORTHO7,,Orthosiphon Benth.,orthosiphon,Lamiaceae
ORTO,,Orthocarpus tolmiei Hook. & Arn.,Tolmie's owl's-clover,Scrophulariaceae
ORTOH,,Orthocarpus tolmiei Hook. & Arn. ssp. holmgreniorum T.I. Chuang & Heckard,Noel's owl's-clover,Scrophulariaceae
ORTOT,,Orthocarpus tolmiei Hook. & Arn. ssp. tolmiei,Tolmie's owl's-clover,Scrophulariaceae
ORTR,,Oreoxis trotteri S.L. Welsh & Goodrich,Trotter's alpineparsley,Apiaceae
ORTR,CYTR13,Cymopterus trotteri (S.L. Welsh & Goodrich) Cronquist,,
ORUM,,Ornithogalum umbellatum L.,star of Bethlehem,Liliaceae
ORUN,,Orobanche uniflora L.,oneflowered broomrape,Orobanchaceae
ORUN,APUN2,Aphyllon uniflorum (L.) Torr. & A. Gray,,
ORUN,ORPO,Orobanche porphyrantha G. Beck,,
ORUN,ORPU7,Orobanche purpurea Jacq.,,
ORUN,ORSE4,Orobanche sedii (Suksd.) Fech.,,
ORUN,ORTE3,Orobanche terrae-novae Fernald,,
ORUN,ORUNM2,Orobanche uniflora L. var. minuta (Suksd.) G. Beck,,
ORUN,ORUNO,Orobanche uniflora L. ssp. occidentalis (Greene) Abrams ex Ferris,,
ORUN,ORUNO2,Orobanche uniflora L. var. occidentalis (Greene) Roy L. Taylor & MacBryde,,
ORUN,ORUNP,Orobanche uniflora L. var. purpurea (A. Heller) Achey,,
ORUN,ORUNS,Orobanche uniflora L. var. sedii (Suksd.) Achey,,
ORUN,ORUNT,Orobanche uniflora L. var. terrae-novae (Fernald) Munz,,
ORUN,ORUNT2,Orobanche uniflora L. var. typica Achey,,
ORUN,THUN3,Thalesia uniflora (L.) Britton,,
ORVA,,Orobanche valida Jeps.,Rock Creek broomrape,Orobanchaceae
ORVA2,,Orobanche vallicola (Jeps.) Heckard,hillside broomrape,Orobanchaceae
ORVA2,ORCAC5,Orobanche californica Cham. & Schltdl. var. claremontensis Munz,,
ORVA3,,Orbea variegata (L.) Haw.,carrion-flower,Asclepiadaceae
ORVA3,STVA7,Stapelia variegata L.,,
ORVAH,,Orobanche valida Jeps. ssp. howellii Heckard & T.S. Collins,Howell's broomrape,Orobanchaceae
ORVAV,,Orobanche valida Jeps. ssp. valida,Rock Creek broomrape,Orobanchaceae
ORVAV,ORLUV,Orobanche ludoviciana Nutt. var. valida (Jeps.) Munz,,
ORVE,,Oreonana vestita (S. Watson) Jeps.,woolly mountainparsley,Apiaceae
ORVI,,Orbexilum virgatum (Nutt.) Rydb.,pineland leather-root,Fabaceae
ORVI,PSVI2,Psoralea virgata Nutt.,,
ORVI2,,Orcuttia viscida (Hoover) J. Reeder,Sacramento Orcutt grass,Poaceae
ORVI2,ORCAV,Orcuttia californica Vasey var. viscida Hoover,,
ORVU,,Origanum vulgare L.,oregano,Lamiaceae
ORVUG,,Origanum vulgare L. ssp. gracile (K. Koch) Ietsw.,,Lamiaceae
ORVUG,ORTY2,Origanum tyttanthum Gontsch.,,
ORYCT,,Oryctes S. Watson,oryctes,Solanaceae
ORYZA,,Oryza L.,rice,Poaceae
ORYZO,,Oryzopsis Michx.,ricegrass,Poaceae
OSAM,,Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray,devilwood,Oleaceae
OSAM,CAAM34,Cartrema americana (L.) Raf.,,
OSAMA,,Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray var. americanus,devilwood,Oleaceae
OSAMA,AMAM5,Amarolea americana (L.) Small,,
OSAMA,OSFL,Osmanthus floridanus Chapm.,,
OSAMM,,Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray var. megacarpus (Small) P.S. Greene,devilwood,Oleaceae
OSAMM,AMME3,Amarolea megacarpa Small,,
OSAMM,OSME2,Osmanthus megacarpus (Small) Small ex Little,,
OSAN,,Osteomeles anthyllidifolia (Sm.) Lindl.,Hawai'i hawthorn,Rosaceae
OSAR2,,Osmorhiza aristata (Thunb.) Rydb. [excluded],,Apiaceae
OSBE,,Osmorhiza berteroi DC.,sweetcicely,Apiaceae
OSBE,OSBR2,Osmorhiza brevipes (J.M. Coult. & Rose) Suksd.,,
OSBE,OSCH,Osmorhiza chilensis Hook. & Arn.,,
OSBE,OSDI,Osmorhiza divaricata (Britton) Suksd.,,
OSBE,OSNU,Osmorhiza nuda Torr.,,
OSBE,WADI,Washingtonia divaricata Britton,,
OSBR,,Osmorhiza brachypoda Torr.,California sweetcicely,Apiaceae
OSBR,OSBRF,Osmorhiza brachypoda Torr. var. fraterna Jeps.,,
OSCA,,Osteospermum calendulaceum L. f.,stinking roger,Asteraceae
OSCH2,,Ostrya chisosensis Correll,Chisos hophornbeam,Betulaceae
OSCH2,OSKNC,Ostrya knowltonii Coville ssp. chisosensis (Correll) A.E. Murray,,
OSCH2,OSVIC,"Ostrya virginiana (Mill.) K. Koch var. chisosensis (Correll) Henrickson ex A.M. Powell, nom. inval.",,
OSCI,,Osmunda cinnamomea L.,cinnamon fern,Osmundaceae
OSCI,OSCI2,Osmundastrum cinnamomeum (L.) C. Presl,,
OSCIC,,Osmunda cinnamomea L. var. cinnamomea,cinnamon fern,Osmundaceae
OSCIC,OSCIF,Osmunda cinnamomea L. var. frondosa A. Gray,,
OSCIC,OSCII,Osmunda cinnamomea L. var. imbricata (Kunze) Milde,,
OSCIG,,Osmunda cinnamomea L. var. glandulosa Waters,cinnamon fern,Osmundaceae
OSCL,,Osmorhiza claytonii (Michx.) C.B. Clarke,Clayton's sweetroot,Apiaceae
OSCL,OSARB,Osmorhiza aristata (Thunb.) Makino & Yabe var. brevistylis (DC.) B. Boivin,,
OSCL,WACL,Washingtonia claytonii (Michx.) Britton,,
OSCL2,,Osmunda claytoniana L.,interrupted fern,Osmundaceae
OSDE,,Osmorhiza depauperata Phil.,bluntseed sweetroot,Apiaceae
OSDE,OSCHC,Osmorhiza chilensis Hook. & Arn. var. cupressimontana (B. Boivin) B. Boivin,,
OSDE,OSOB2,Osmorhiza obtusa (J.M. Coult. & Rose) Fernald,,
OSDE,WAOB,Washingtonia obtusa J.M. Coult. & Rose,,
OSDE2,,Osmanthus delavayi Franch.,,Oleaceae
OSDE2,SIDE9,Siphonosmanthus delavayi (Franch.) Stapf,,
OSEC,,Osteospermum ecklonis (DC.) Norl.,blue and white daisybush,Asteraceae
OSEC,DIEC2,Dimorphotheca ecklonis DC.,,
OSFO,,Osmanthus ×fortunei Carrière,Fortune`s osmanthus,Oleaceae
OSFR2,,Osmanthus fragrans Lour.,sweet osmanthus,Oleaceae
OSFR4,,Osteospermum fruticosum (L.) Norl.,shrubby daisybush,Asteraceae
OSHE,,Osmanthus heterophyllus (G. Don) P.S. Green,holly osmanthus,Oleaceae
OSHE,OSIL,Osmanthus ilicifolius (Hassk.) Mouillef.,,
OSKN,,Ostrya knowltonii Sarg.,Knowlton's hophornbeam,Betulaceae
OSLO,,Osmorhiza longistylis (Torr.) DC.,longstyle sweetroot,Apiaceae
OSLO,OSARL,Osmorhiza aristata (Thunb.) Makino & Yabe var. longistylis (Torr.) B. Boivin,,
OSLO,OSLOB,Osmorhiza longistylis (Torr.) DC. var. brachycoma S.F. Blake,,
OSLO,OSLOI,Osmorhiza longistylis (Torr.) DC. var. imbarbata Salamun,,
OSLO,OSLOV,Osmorhiza longistylis (Torr.) DC. var. villicaulis Fernald,,
OSLO,WALO2,Washingtonia longistylis (Torr.) Britton,,
OSMA,,Osmoxylon mariannense (Kaneh.) Fosberg & Sachet,,Araliaceae
OSMAD,,Osmadenia Nutt.,osmadenia,Asteraceae
OSMAN,,Osmanthus Lour.,devilwood,Oleaceae
OSME3,,Osmorhiza mexicana Griseb.,Mexican sweetcicely,Apiaceae
OSMEB2,,Osmorhiza mexicana Griseb. ssp. bipatriata (Constance & Shan) Lowry & A.G. Jones,Mexican sweetcicely,Apiaceae
OSMEB2,OSBI,"Osmorhiza bipartriata Constance & Shan, database artifact",,
OSMEB2,OSBI2,Osmorhiza bipatriata Constance & Shan,,
OSMEB2,OSMEB,"Osmorhiza mexicana Griseb. ssp. bipartriata (Constance & Shan) Lowry & A.G. Jones, database artifact",,
OSMOR,,Osmorhiza Raf.,sweetroot,Apiaceae
OSMOX,,Osmoxylon Miq.,,Araliaceae
OSMU2,,Osteospermum muricatum E. Mey. ex DC.,,Asteraceae
OSMUN,,Osmunda L.,osmunda,Osmundaceae
OSOC,,Osmorhiza occidentalis (Nutt. ex Torr. & A. Gray) Torr.,western sweetroot,Apiaceae
OSOC,GLOC2,Glycosma occidentalis Nutt. ex Torr. & A. Gray,,
OSOC,OSAM2,Osmorhiza ambigua (A. Gray) J.M. Coult. & Rose,,
OSOL,,Osmoxylon oliveri Fosberg & Sachet,kesiamel,Araliaceae
OSPA,,Osmoxylon pachyphyllum (Kaneh.) Fosberg & Sachet,kesiamel,Araliaceae
OSPU,,Osmorhiza purpurea (J.M. Coult. & Rose) Suksd.,purple sweetroot,Apiaceae
OSPU,OSCHP,Osmorhiza chilensis Hook. & Arn. var. purpurea (J.M. Coult. & Rose) B. Boivin,,
OSPU,OSLE,Osmorhiza leibergii (J.M. Coult. & Rose) Blankinship,,
OSPU,WAPU,Washingtonia purpurea J.M. Coult. & Rose,,
OSRE,,Osmunda regalis L.,royal fern,Osmundaceae
OSRES,,Osmunda regalis L. var. spectabilis (Willd.) A. Gray,royal fern,Osmundaceae
OSRES,OSSP3,Osmunda spectabilis Willd.,,
OSRU,,Osmunda ×ruggii R. Tryon,osmunda,Osmundaceae
OSSC3,,Osteomeles schweriniae C.K. Schneid.,,Rosaceae
OSSI2,,Osteospermum sinuatum (DC.) Norl. [excluded],,Asteraceae
OSSP2,,Osteospermum spinescens Thunb.,,Asteraceae
OSTE,,Osmadenia tenella Nutt.,false rosinweed,Asteraceae
OSTE,CATE,Calycadenia tenella (Nutt.) Torr. & A. Gray,,
OSTE,HETE17,Hemizonia tenella (Nutt.) A. Gray,,
OSTEO,,Osteomeles Lindl.,osteomeles,Rosaceae
OSTEO2,,Osteospermum L.,daisybush,Asteraceae
OSTR,,Osmoxylon truncatum (Kaneh.) Fosberg & Sachet,kesiamel,Araliaceae
OSTRY,,Ostrya Scop.,hophornbeam,Betulaceae
OSVI,,Ostrya virginiana (Mill.) K. Koch,hophornbeam,Betulaceae
OSVI,OSVIL,Ostrya virginiana (Mill.) K. Koch var. lasia Fernald,,
OSVI,OSVIV,Ostrya virginiana (Mill.) K. Koch var. virginiana,,
OTAL,,Ottelia alismoides (L.) Pers.,ducklettuce,Hydrocharitaceae
OTAL,STAL8,Stratiotes alismoides L.,,
OTCA2,,Otholobium candicans (Eckl. & Zeyh.) C.H. Stirt.,,Fabaceae
OTCA2,PSCA12,Psoralea candicans Eckl. & Zeyh.,,
OTFR,,Otholobium fruticans (L.) Stirt.,Capetown pea,Fabaceae
OTFR,PSBR9,"Psoralea bracteata P.J. Bergius, nom. illeg.",,
OTFR,PSFR6,Psoralea fruticans (L.) Druce,,
OTFR,TRFR5,Trifolium fruticans L.,,
OTHOL,,Otholobium Stirt.,otholobium,Fabaceae
OTNO,,Ottochloa nodosa (Kunth) Dandy,slender panicgrass,Poaceae
OTRH,,Ottoschulzia rhodoxylon (Urb.) Urb.,pincho palo de rosa,Icacinaceae
OTTEL,,Ottelia Pers.,ottelia,Hydrocharitaceae
OTTOC,,Ottochloa Dandy,,Poaceae
OTTOS,,Ottoschulzia Urb.,ottoschulzia,Icacinaceae
OUIL,,Ouratea ilicifolia (DC.) Baill.,chicharron amarillo,Ochnaceae
OUIL,GOIL,Gomphia ilicifolia DC.,,
OULI,,Ouratea littoralis Urb.,abey amarillo,Ochnaceae
OUMO2,,Ouratea mossambicensis Klotzsch [excluded],,Ochnaceae
OURAT,,Ouratea Aubl.,ouratea,Ochnaceae
OUST,,Ouratea striata (v. Tiegh.) Urb.,guanabanilla,Ochnaceae
OUST,CAST32,Camptouratea striata v. Tiegh.,,
OXAB2,,Oxytenanthera abyssinica (A. Rich.) Munro,Abyssinia oxytenanthera,Poaceae
OXAC4,,Oxytenia acerosa Nutt.,copperweed,Asteraceae
OXAC4,EUAC6,Euphrosyne acerosa (Nutt.) Panero,,
OXAC4,IVAC,Iva acerosa (Nutt.) R.C. Jacks.,,
OXAL,,Oxalis albicans Kunth,radishroot woodsorrel,Oxalidaceae
OXAL2,,Oxalis alpina (Rose) Rose ex R. Knuth,alpine woodsorrel,Oxalidaceae
OXAL2,OXME3,Oxalis metcalfei (Small) R. Knuth,,
OXAL2,OXMO3,Oxalis monticola Small,,
OXALA,,Oxalis albicans Kunth ssp. albicans,radishroot woodsorrel,Oxalidaceae
OXALA,OXCAS,Oxalis californica (Abrams) R. Knuth var. subglabra Wiegand,,
OXALA,OXCOA2,Oxalis corniculata L. ssp. albicans (Kunth) Lourteig,,
OXALA,OXCOW,Oxalis corniculata L. var. wrightii (A. Gray) B.L. Turner,,
OXALA,OXPIW,Oxalis pilosa Nutt. var. wrightii (A. Gray) Wiegand,,
OXALA,OXWR,Oxalis wrightii A. Gray,,
OXALA,XAAL,Xanthoxalis albicans (Kunth) Small,,
OXALA,XAWR2,Xanthoxalis wrightii (A. Gray) Abrams,,
OXALC,,Oxalis albicans Kunth ssp. californica (Abrams) Eiten,California woodsorrel,Oxalidaceae
OXALC,OXCA,Oxalis californica (Abrams) R. Knuth,,
OXALI,,Oxalis L.,woodsorrel,Oxalidaceae
OXALP,,Oxalis albicans Kunth ssp. pilosa (Nutt.) Eiten,radishroot woodsorrel,Oxalidaceae
OXALP,OXCOP,Oxalis corniculata L. ssp. pilosa (Nutt.) Lourteig,,
