Symbol,Synonym Symbol,Scientific Name with Author,Common Name,Family
CLAC6,,Claytonia acutifolia Pall. ex Schult. [excluded],,Portulacaceae
CLAC60,,Cladonia acuminata (Ach.) Norrlin,acutetip cup lichen,Cladoniaceae
CLAC60,CLACN,Cladonia acuminata (Ach.) Norrlin var. norlinii (Vain.) Lynge,,
CLAC60,CLNO,Cladonia norrlinii Vain.,,
CLAD,,Clematis addisonii Britton,Addison's leather flower,Ranunculaceae
CLAD,CLVI11,Clematis viornioides Britton,,
CLAD,COAD2,Coriflora addisonii (Britton) W.A. Weber,,
CLAD,VIAD5,Viorna addisonii (Britton) Small,,
CLADI,,Cladium P. Br.,sawgrass,Cyperaceae
CLADI2,,Cladidium Hafellner,cladidium lichen,Lecanoraceae
CLADI3,,Cladina (Nyl.) Nyl.,reindeer lichen,Cladoniaceae
CLADO,,Cladoraphis Franch.,bristly lovegrass,Poaceae
CLADO2,,Cladopodiella H. Buch,,Cephaloziaceae
CLADO3,,Cladonia P. Browne,cup lichen,Cladoniaceae
CLADR,,Cladrastis Raf.,yellowwood,Fabaceae
CLAF,,Clarkia affinis F.H. Lewis & M.E. Lewis,chaparral clarkia,Onagraceae
CLAL,,Clematis albicoma Wherry,whitehair leather flower,Ranunculaceae
CLAL,COAL7,Coriflora albicoma (Wherry) W.A. Weber,,
CLAL11,,Cladonia albonigra Brodo & Ahti,,Cladoniaceae
CLAL12,,Cladonia alinii Trass,,Cladoniaceae
CLAL3,,Clethra alnifolia L.,coastal sweetpepperbush,Clethraceae
CLAL3,CLALT,Clethra alnifolia L. var. tomentosa (Lam.) Michx.,,
CLAL3,CLTO,Clethra tomentosa Lam.,,
CLAL4,,Cleyera albopunctata (Griseb.) Krug & Urb.,teta prieta,Theaceae
CLAL4,ERAL15,Eroteum albopunctatum (Griseb.) Britton,,
CLAL4,TEAL3,Ternstroemia albopunctata Griseb.,,
CLAL60,,Cladonia alaskana A. Evans,Alaskan cup lichen,Cladoniaceae
CLAM,,Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr.,farewell to spring,Onagraceae
CLAM3,,Climacium americanum Brid.,American climacium moss,Climaciaceae
CLAM60,,Cladonia amaurocraea (Flörke) Schaerer,cup lichen,Cladoniaceae
CLAMA,,Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr. ssp. amoena,farewell to spring,Onagraceae
CLAMA,GOAM,Godetia amoena (Lehm.) G. Don,,
CLAMC,,Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr. ssp. caurina (Abrams ex Piper) F.H. Lewis & M.E. Lewis,farewell to spring,Onagraceae
CLAMC,CLAMC2,Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr. var. caurina (Abrams ex Piper) C.L. Hitchc.,,
CLAMC,CLAMP,Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr. var. pacifica (M. Peck) C.L. Hitchc.,,
CLAMC,GOPA2,Godetia pacifica M. Peck,,
CLAMH,,Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr. ssp. huntiana (Jeps.) F.H. Lewis & M.E. Lewis,farewell to spring,Onagraceae
CLAML,,Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr. ssp. lindleyi (Douglas) F.H. Lewis & M.E. Lewis,Lindley's clarkia,Onagraceae
CLAML,CLAML2,Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr. var. lindleyi (Douglas) C.L. Hitchc.,,
CLAMW,,Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr. ssp. whitneyi (A. Gray) F.H. Lewis & M.E. Lewis,Whitney's clarkia,Onagraceae
CLAMW,GOWH,Godetia whitneyi (A. Gray) T. Moore,,
CLAN,,Cleomella angustifolia Torr.,narrowleaf rhombopod,Capparaceae
CLAN2,,Clintonia andrewsiana Torr.,Andrew's clintonia,Liliaceae
CLAN3,,Cladonia anitae W.L. Culb. & C.F. Culb.,cup lichen,Cladoniaceae
CLAN5,,Cladonia andereggii S. Hammer,,Cladoniaceae
CLAN8,,Clidemia angustilamina W.S. Judd & Skean,narrowleaf terciopelo,Melastomataceae
CLAN8,CLAN7,"Clidemia angustilamia W.S. Judd & Skean, orth. var.",,
CLAN8,HEAN6,"Heterotrichum angustifolium DC., nom. illeg.",,
CLAOP,,Claopodium (Lesq. & James) Renauld & Cardot,claopodium moss,Leskeaceae
CLAOX,,Claoxylon A. Juss.,claoxylon,Euphorbiaceae
CLAP2,,Cladonia apodocarpa Robbins,cup lichen,Cladoniaceae
CLAP3,,Clematis apiifolia DC.,,Ranunculaceae
CLAPP,,Clappia A. Gray,clapdaisy,Asteraceae
CLAPP2,,Clappertonia Meissner,clappertonia,Tiliaceae
CLAR,,Clarkia arcuata (Kellogg) A. Nelson & J.F. Macbr.,glandular clarkia,Onagraceae
CLAR,GOHI6,Godetia hispidula S. Watson,,
CLAR2,,Claytonia arctica M.F. Adams,arctic springbeauty,Portulacaceae
CLAR3,,Claytonia arenicola L.F. Hend.,sand springbeauty,Portulacaceae
CLAR3,MOAR5,Montia arenicola (L.F. Hend.) Howell,,
CLAR4,,Clermontia arborescens (H. Mann) Hillebr.,'oha wai nui,Campanulaceae
CLAR5,,Clinopodium arkansanum (Nutt.) House,limestone calamint,Lamiaceae
CLAR5,CAAR33,Calamintha arkansana (Nutt.) Shinners,,
CLAR5,CAGLA2,Calamintha glabella (Michx.) Benth. var. angustifolia (Torr.) DeWolf,,
CLAR5,CLGL3,Clinopodium glabrum (Nutt.) Kuntze,,
CLAR5,HEAR13,Hedeoma arkansana Nutt.,,
CLAR5,HEGL11,Hedeoma glabra Nutt.,,
CLAR5,SAAR11,Satureja arkansana (Nutt.) Briq.,,
CLAR5,SAGL8,Satureja glabra (Nutt.) Fernald,,
CLAR5,SAGLA2,Satureja glabella (Michx.) Briq. var. angustifolia (Torr.) Svens.,,
CLAR60,,Cladina arbuscula (Wallr.) Hale & W.L. Culb.,reindeer lichen,Cladoniaceae
CLAR60,CLAR6,Cladonia arbuscula (Wallr.) Flotow,,
CLAR60,CLSY2,Cladonia sylvatica auct.,,
CLAR7,,Clematis armandii Franch.,,Ranunculaceae
CLAR9,,Cladonia artuata S. Hammer,,Cladoniaceae
CLARA,,Clermontia arborescens (H. Mann) Hillebr. ssp. arborescens,'oha wai nui,Campanulaceae
CLARA,CLFU2,Clermontia furcata E. Wimm.,,
CLARA,CLMA7,Clermontia mannii H. St. John,,
CLARB,,Cladina arbuscula (Wallr.) Hale & W.L. Culb. ssp. beringiana (Ahti) N.S. Golubk.,Bering reindeer lichen,Cladoniaceae
CLARB,CLBE5,Cladina beringiana (Ahti) Trass,,
CLARK,,Clarkia Pursh,clarkia,Onagraceae
CLARW,,Clermontia arborescens (H. Mann) Hillebr. ssp. waihiae (Wawra) Lammers,'oha wai nui,Campanulaceae
CLARW2,,Clermontia arborescens (H. Mann) Hillebr. ssp. waikoluensis (H. St. John) Lammers,'oha wai nui,Campanulaceae
CLARW2,CLWA7,Clermontia waikoluensis H. St. John,,
CLARW2,DEFA3,"Delissea fauriei Levl., non H. St. John",,
CLAS2,,Clinopodium ashei (Weath.) Small,Ashe's calamint,Lamiaceae
CLAS2,CAAS9,Calamintha ashei (Weath.) Shinners,,
CLAS2,SAAS,Satureja ashei Weath.,,
CLAS4,,Clinopodium ascendens (Jord.) Samp.,ascending wild basil,Lamiaceae
CLAS4,CAAS5,Calamintha ascendens Jord.,,
CLAS4,SAAS3,Satureja ascendens (Jord.) K. Moly,,
CLAS5,,Cladonia asahinae J.W. Thomson,Asahina's cup lichen,Cladoniaceae
CLASM,,Clasmatodon Hook. & Wilson,clasmatodon moss,Fabroniaceae
CLAT2,,Cladonia atlantica A. Evans,Atlantic cup lichen,Cladoniaceae
CLATH,,Clathroporina Müll. Arg.,clathroporina lichen,Trichotheliaceae
CLAU2,,Clarkia australis E. Small,Small's southern clarkia,Onagraceae
CLAUS,,Clausena Burm. f.,clausena,Rutaceae
CLAUZ,,Clauzadea Hafellner & Bellem.,clauzadea lichen,Porpidiaceae
CLAUZ2,,Clauzadeana Roux,clauzadeana,Lecanoraceae
CLAYT,,Claytonia L.,springbeauty,Portulacaceae
CLBA,,Clematis baldwinii Torr. & A. Gray,pine hyacinth,Ranunculaceae
CLBA3,,Cladonia bacilliformis (Nyl.) Gluck,cup lichen,Cladoniaceae
CLBAB,,Clematis baldwinii Torr. & A. Gray var. baldwinii,pine hyacinth,Ranunculaceae
CLBAB,COBA7,Coriflora baldwinii (Torr. & A. Gray) W.A. Weber,,
CLBAB,VIBA4,Viorna baldwinii (Torr. & A. Gray) Small,,
CLBAL,,Clematis baldwinii Torr. & A. Gray var. latiuscula R.W. Long,pine hyacinth,Ranunculaceae
CLBE3,,Cladonia beaumontii (Tuck.) Vain.,Beaumont's cup lichen,Cladoniaceae
CLBE4,,Cladonia bellidiflora (Ach.) Schaerer,cup lichen,Cladoniaceae
CLBE4,CLHO4,Cladonia hookeri Tuck.,,
CLBI,,Clarkia biloba (Durand) A. Nelson & J.F. Macbr.,twolobe clarkia,Onagraceae
CLBI2,,Clematis bigelovii Torr.,Bigelow's leather flower,Ranunculaceae
CLBI2,COBI4,Coriflora bigelovii (Torr.) W.A. Weber,,
CLBI3,,Cleistes bifaria (Fernald) Catling & Gregg,small spreading pogonia,Orchidaceae
CLBI3,CLDIB,Cleistes divaricata (L.) Ames var. bifaria Fernald,,
CLBI3,POBI18,Pogonia bifaria (Fernald) P.M. Brown & Wunderlin,,
CLBIA,,Clarkia biloba (Durand) A. Nelson & J.F. Macbr. ssp. australis F.H. Lewis & M.E. Lewis,Mariposa clarkia,Onagraceae
CLBIB,,Clarkia biloba (Durand) A. Nelson & J.F. Macbr. ssp. brandegeeae (Jeps.) F.H. Lewis & M.E. Lewis,Brandegee's clarkia,Onagraceae
CLBIB,GODUB,Godetia dudleyana Abrams var. brandegeeae Jeps.,,
CLBIB2,,Clarkia biloba (Durand) A. Nelson & J.F. Macbr. ssp. biloba,twolobe clarkia,Onagraceae
CLBIB2,GOBI4,Godetia biloba (Durand) S. Watson,,
CLBO,,Clarkia bottae (Spach) F.H. Lewis & M.E. Lewis,Botta's clarkia,Onagraceae
CLBO,CLDE3,Clarkia deflexa (Jeps.) F.H. Lewis & M.E. Lewis,,
CLBO,GOBO,Godetia bottae Spach,,
CLBO,GOBOD,Godetia bottae Spach var. deflexa (Jeps.) C.L. Hitchc.,,
CLBO10,,Claopodium bolanderi Best,Bolander's claopodium moss,Leskeaceae
CLBO10,THBO3,Thuidium bolanderi (Best) Par.,,
CLBO3,,Clintonia borealis (Aiton) Raf.,bluebead,Liliaceae
CLBO3,DRBO4,Dracaena borealis Aiton,,
CLBO4,,Clarkia borealis E. Small,northern clarkia,Onagraceae
CLBO6,,Cladidium bolanderi (Tuck.) B.D. Ryan,Bolander's cladidium lichen,Lecanoraceae
CLBO6,CLTH3,Cladidium thamnitis (Tuck.) Hafellner,,
CLBO6,LEBO6,Lecanora bolanderi Tuck.,,
CLBO6,LETH11,Lecanora thamnitis Tuck.,,
CLBO60,,Cladonia boryi Tuck.,Bory's cup lichen,Cladoniaceae
CLBO7,,Cladonia borealis S. Stenroos,boreal cup lichen,Cladoniaceae
CLBO8,,Cladonia botryocarpa G. Merr.,cup lichen,Cladoniaceae
CLBO9,,Cladonia botrytes (K. Hagen) Willd.,cup lichen,Cladoniaceae
CLBOA,,Clarkia borealis E. Small ssp. arida E. Small,Shasta clarkia,Onagraceae
CLBOB,,Clarkia borealis E. Small ssp. borealis,northern clarkia,Onagraceae
CLBR,,Clarkia breweri (A. Gray) Greene,fairy fans,Onagraceae
CLBR2,,Cleomella brevipes S. Watson,shortstalk stinkweed,Capparaceae
CLBR4,,Cladonia brevis (Sandst.) Sandst.,cup lichen,Cladoniaceae
CLBR5,,Clematis brachiata Thunb.,traveler's-joy,Ranunculaceae
CLBR7,,Clinopodium brownei (Sw.) Kuntze,Browne's savory,Lamiaceae
CLBR7,MIBR9,Micromeria brownei (Sw.) Benth.,,
CLBR7,MIBRP,Micromeria brownei (Sw.) Benth. var. pilosiuscula A. Gray,,
CLBR7,MIPI7,Micromeria pilosiuscula (A. Gray) Small,,
CLBR7,SABR19,Satureja brownei (Sw.) Briq.,,
CLBU,,Clerodendrum bungei Steud.,rose glorybower,Verbenaceae
CLBU,CLFO3,Clerodendrum foetidum Bunge,,
CLBU2,,Cladonia buckii R.C. Harris,,Cladoniaceae
CLBU3,,Clerodendrum buchananii (Roxb.) Walp.,,Verbenaceae
CLBUF,,Clerodendrum buchananii (Roxb.) Walp. var. fallax (Lindl.) Bakh.,,Verbenaceae
CLCA,,Claytonia caroliniana Michx.,Carolina springbeauty,Portulacaceae
CLCA10,,Cladonia carneola (Fr.) Fr.,cup lichen,Cladoniaceae
CLCA11,,Cladonia caroliniana Tuck.,Carolina cup lichen,Cladoniaceae
CLCA17,,Clematis campaniflora Brot.,bellflower clematis,Ranunculaceae
CLCA18,,Cleistanthus carolinianus Jabl.,Caroline cleistanthus,Euphorbiaceae
CLCA2,,Cladium californicum (S. Watson) O'Neill,California sawgrass,Cyperaceae
CLCA2,CLMAC2,Cladium mariscus (L.) Pohl var. californicum S. Watson,,
CLCA2,MACA12,Mariscus californicus (S. Watson) Britton,,
CLCA3,,Clematis catesbyana Pursh,satincurls,Ranunculaceae
CLCA3,CLMI4,Clematis micrantha Small,,
CLCA5,,Clermontia calophylla E. Wimm.,lava clermontia,Campanulaceae
CLCA5,CLMOT,Clermontia montis-loa Rock var. tenuifolia Skottsb.,,
CLCA5,CLPAG,Clermontia parviflora Gaudich. ex A. Gray var. grandis Rock,,
CLCA5,CLPAI,Clermontia parviflora Gaudich. ex A. Gray var. intermedia Skottsb.,,
CLCA6,,"Clermontia carinifera Levl., nom. inq.",Koloa clermontia,Campanulaceae
CLCA8,,Cladonia caespiticia (Pers.) Flörke,cup lichen,Cladoniaceae
CLCA9,,Cladonia cariosa (Ach.) Spreng.,cup lichen,Cladoniaceae
CLCAC,,Claytonia caroliniana Michx. var. caroliniana,Carolina springbeauty,Portulacaceae
CLCAL,,Claytonia caroliniana Michx. var. lewisii McNeill,Carolina springbeauty,Portulacaceae
CLCAL,CLCAS,Claytonia caroliniana Michx. var. spathulifolia (Salisb.) W.H. Lewis,,
CLCAL,CLSP11,Claytonia spathulifolia Salisb.,,
CLCE2,,Cladonia cenotea (Ach.) Schaerer,cup lichen,Cladoniaceae
CLCE3,,Cladonia cervicornis (Ach.) Flotow,cup lichen,Cladoniaceae
CLCEC,,Cladonia cervicornis (Ach.) Flotow ssp. cervicornis,cup lichen,Cladoniaceae
CLCEV60,,Cladonia cervicornis (Ach.) Flotow ssp. verticillata (Hoffm.) Ahti,cup lichen,Cladoniaceae
CLCEV60,CLVE5,Cladonia verticillata (Hoffm.) Schaerer,,
CLCH3,,Cladonia chlorophaea (Flörke ex Sommerf.) Spreng.,cup lichen,Cladoniaceae
CLCH4,,Clerodendrum chinense (Osb.) Mabberley,stickbush,Verbenaceae
CLCH4,CLFR4,Clerodendrum fragrans (Vent.) Willd.,,
CLCH4,CLFRM,Clerodendrum fragrans (Vent.) Willd. var. multiplex (Sweet) Moldenke,,
CLCH4,CLPH,Clerodendrum philippinum Schauer,,
CLCH5,,Clinopodium chandleri (Brandegee) Cantino & S.J. Wagstaff,San Miguel calamint,Lamiaceae
CLCH5,CACH24,Calamintha chandleri Brandegee,,
CLCH5,SACH3,Satureja chandleri (Brandegee) Druce,,
CLCI2,,Clematis cirrhosa L.,,Ranunculaceae
CLCI60,,Cladina ciliata (Stirt.) Trass,ciliate reindeer lichen,Cladoniaceae
CLCIC,,Cladina ciliata (Stirt.) Trass var. ciliata,ciliate reindeer lichen,Cladoniaceae
CLCIC,CLLE5,Cladina leucophaea (Abbayes) Hale & W.L. Culb.,,
CLCIC,CLLE8,Cladonia leucophaea Abbayes,,
CLCIT,,Cladina ciliata (Stirt.) Trass var. tenuis (Flörke) Ahti & M.J. Lai,ciliate reindeer lichen,Cladoniaceae
CLCIT,CLTE10,Cladina tenuis (Flörke) Hale & W.L. Culb.,,
CLCIT,CLTE11,Cladonia tenuis (Flörke) Harm.,,
CLCL,,Clermontia clermontioides (Gaudich.) A. Heller,Kauai clermontia,Campanulaceae
CLCL2,,Clusia clusioides (Griseb.) D'Arcy,cupeillo,Clusiaceae
CLCL2,CLGR2,Clusia grisebachiana (Planch. & Triana) Alain,,
CLCL2,CLKR2,Clusia krugiana Urb.,,
CLCLC,,Clermontia clermontioides (Gaudich.) A. Heller ssp. clermontioides,Kauai clermontia,Campanulaceae
CLCLC,CLCA16,"Clermontia caerulea Hillebr., orth. var.",,
CLCLC,CLCAB,"Clermontia caerulea Hillebr. var. brevidens Skottsb., orth. var.",,
CLCLC,CLCAB2,"Clermontia caerulea Hillebr. ssp. brevidens (Skottsb.) H. St. John, orth. var.",,
CLCLC,CLCAD,"Clermontia caerulea Hillebr. var. degeneri Skottsb., orth. var.",,
CLCLC,CLCAF,"Clermontia caerulea Hillebr. var. flavescens (E. Wimm.) H. St. John, orth. var.",,
CLCLC,CLCAP,"Clermontia caerulea Hillebr. var. parvifolia Rock, orth. var.",,
CLCLC,CLCO5,Clermontia coerulea Hillebr.,,
CLCLC,CLCOB,Clermontia coerulea Hillebr. ssp. brevidens (Skottsb.) H. St. John,,
CLCLC,CLCOB2,Clermontia coerulea Hillebr. var. brevidens Skottsb.,,
CLCLC,CLCOD,Clermontia coerulea Hillebr. var. degeneri Skottsb.,,
CLCLC,CLCOF,Clermontia coerulea Hillebr. var. flavescens (E. Wimm.) H. St. John,,
CLCLC,CLCOP,Clermontia coerulea Hillebr. var. parvifolia Rock,,
CLCLC,CLKO2,Clermontia konaensis H. St. John,,
CLCLR,,Clermontia clermontioides (Gaudich.) A. Heller ssp. rockiana (E. Wimm.) Lammers,Kauai clermontia,Campanulaceae
CLCLR,CLCAG,"Clermontia caerulea Hillebr. var. greenwelliana E. Wimm., orth. var.",,
CLCLR,CLCOG,"Clermontia coerulea Hillebr. var. greenwelliana E. Wimm., orth. var.",,
CLCLR,CLLO2,Clermontia loyana Rock,,
CLCLR,CLRO3,Clermontia rockiana E. Wimm.,,
CLCO,,Clarkia concinna (Fisch. & C.A. Mey.) Greene,red ribbons,Onagraceae
CLCO10,,Clinopodium coccineum (Nutt. ex Hook.) Kuntze,scarlet calamint,Lamiaceae
CLCO10,CACO39,Calamintha coccinea (Nutt. ex Hook.) Benth.,,
CLCO10,CLMA9,Clinopodium macrocalyx Small,,
CLCO10,CUCO6,Cunila coccinea Nutt. ex Hook.,,
CLCO10,SACO9,Satureja coccinea (Nutt. ex Hook.) Bertol.,,
CLCO11,,Cladina conspicua Ahti,conspicuous reindeer lichen,Cladoniaceae
CLCO12,,Cladonia coccifera (L.) Willd.,cup lichen,Cladoniaceae
CLCO12,CLBL,Cladonia blakei Robbins,,
CLCO12,CLPS6,Cladonia pseudodigitata Gyel.,,
CLCO13,,Cladonia coniocraea auct.,cup lichen,Cladoniaceae
CLCO19,,Cladonia cornuta (L.) Hoffm.,cup lichen,Cladoniaceae
CLCO2,,Clematis columbiana (Nutt.) Torr. & A. Gray,rock clematis,Ranunculaceae
CLCO20,,Cladonia conista A. Evans,,Cladoniaceae
CLCO20,CLHUB,Cladonia humilis (With.) J.R. Laundon var. bourgeanica A.W. Archer,,
CLCO21,,Cliostomum corrugatum (Ach. ex Fr.) Fr.,,Bacidiaceae
CLCO21,CAGR30,Catillaria graniformis (K. Hagen) Vain.,,
CLCO21,CLGR8,Cliostomum graniforme (K. Hagen) Coppins,,
CLCO3,,Claytonia cordifolia S. Watson,heartleaf springbeauty,Portulacaceae
CLCO3,CLSIC,Claytonia sibirica L. var. cordifolia (S. Watson) R.J. Davis,,
CLCO3,MOCO4,Montia cordifolia (S. Watson) Pax & K. Hoffm.,,
CLCO4,,Clematis coactilis (Fernald) Keener,Virginia whitehair leather flower,Ranunculaceae
CLCO4,CLALC,Clematis albicoma Wherry var. coactilis Fernald,,
CLCO7,,Cladium colocasia (L.) W. Wight,malanga,Cyperaceae
CLCOA,,Clarkia concinna (Fisch. & C.A. Mey.) Greene ssp. automixa R.N. Bowman,red ribbons,Onagraceae
CLCOC,,Clarkia concinna (Fisch. & C.A. Mey.) Greene ssp. concinna,red ribbons,Onagraceae
CLCOC2,,Clematis columbiana (Nutt.) Torr. & A. Gray var. columbiana,rock clematis,Ranunculaceae
CLCOC2,ATCO7,Atragene columbiana Nutt.,,
CLCOC2,CLPS2,Clematis pseudoalpina (Kuntze) A. Nelson,,
CLCOC2,CLVEC,Clematis verticillaris DC. var. columbiana (Nutt.) A. Gray,,
CLCOC3,,Cladonia cornuta (L.) Hoffm. ssp. cornuta,cup lichen,Cladoniaceae
CLCOG2,,Cladonia cornuta (L.) Hoffm. ssp. groenlandica (E. Dahl) Ahti,Greenland cup lichen,Cladoniaceae
CLCOR,,"Clarkia concinna (Fisch. & C.A. Mey.) Greene ssp. raichei G. Allen, V. Ford & L. Gottlieb",Raiche's clarkia,Onagraceae
CLCOT,,Clematis columbiana (Nutt.) Torr. & A. Gray var. tenuiloba (A. Gray) J. Pringle,rock clematis,Ranunculaceae
CLCOT,CLTE8,Clematis tenuiloba A. Gray,,
CLCR,,Clematis crispa L.,swamp leather flower,Ranunculaceae
CLCR,CLCRW,Clematis crispa L. var. walteri Pursh,,
CLCR,COCR3,Coriflora crispa (L.) W.A. Weber,,
CLCR,VICR3,Viorna crispa (L.) Small,,
CLCR,VICRW,Viorna crispa (L.) Small var. walteri (Pursh) Small,,
CLCR,VIOB4,Viorna obliqua Small,,
CLCR2,,Cladonia cristatella Tuck.,British soldier lichen,Cladoniaceae
CLCR3,,Cladonia cryptochlorophaea Asah.,cup lichen,Cladoniaceae
CLCR4,,Claopodium crispifolium (Hook.) Renauld & Cardot,claopodium moss,Leskeaceae
CLCR4,THCR2,Thuidium crispifolium (Hook.) Lindb.,,
CLCR5,,Cladonia crispata (Ach.) Flotow,cup lichen,Cladoniaceae
CLCRC,,Cladonia crispata (Ach.) Flotow var. crispata,cup lichen,Cladoniaceae
CLCRC,CLJA4,Cladonia japonica Vain.,,
CLCRC2,,Cladonia crispata (Ach.) Flotow var. cetrariiformis (Delise) Vain.,cup lichen,Cladoniaceae
CLCY,,Clarkia cylindrica (Jeps.) F.H. Lewis & M.E. Lewis,speckled clarkia,Onagraceae
CLCY2,,Cladoraphis cyperoides (Thunb.) S.M. Phillips,bristly lovegrass,Poaceae
CLCY2,ERCY,Eragrostis cyperoides (Thunb.) P. Beauv.,,
CLCY2,POCY4,Poa cyperoides Thunb.,,
CLCY3,,Cladonia cyanipes (Sommerf.) Nyl.,cup lichen,Cladoniaceae
CLCY4,,Cladonia cylindrica (A. Evans) A. Evans,cylinder cup lichen,Cladoniaceae
CLCY5,,Clidemia cymosa (Wendl. ex Spreng.) Alain,camasey terciopelo,Melastomataceae
CLCY5,HECY,Heterotrichum cymosum (Wendl. ex Spreng.) Urb.,,
CLCYC,,Clarkia cylindrica (Jeps.) F.H. Lewis & M.E. Lewis ssp. clavicarpa W.S. Davis,speckled clarkia,Onagraceae
CLCYC2,,Clarkia cylindrica (Jeps.) F.H. Lewis & M.E. Lewis ssp. cylindrica,speckled clarkia,Onagraceae
CLCYC2,GOCY2,Godetia cylindrica (Jeps.) C.L. Hitchc.,,
CLDA,,Clarkia davyi (Jeps.) F.H. Lewis & M.E. Lewis,Davy's clarkia,Onagraceae
CLDA,GOQUD,Godetia quadrivulnera (Douglas ex Lindl.) Spach var. davyi Jeps.,,
CLDA2,,Cladonia dactylota Tuck.,cup lichen,Cladoniaceae
CLDA3,,Cladonia dahliana Kristinsson,Dahl's cup lichen,Cladoniaceae
CLDE2,,Clarkia delicata (Abrams) A. Nelson & J.F. Macbr.,Campo clarkia,Onagraceae
CLDE4,,Clinopodium dentatum (Chapm.) Kuntze,Florida calamint,Lamiaceae
CLDE4,CADE26,Calamintha dentata Chapm.,,
CLDE4,SADE5,Satureja dentata (Chapm.) Briq.,,
CLDE5,,Cladonia decorticata (Flörke) Spreng.,cup lichen,Cladoniaceae
CLDE60,,Cladonia deformis (L.) Hoffm.,deformed cup lichen,Cladoniaceae
CLDE70,,Climacium dendroides (Hedw.) F. Weber & D. Mohr,tree climacium moss,Climaciaceae
CLDE9,,Clausena dentata (Willd.) M. Roem.,dentate clausena,Rutaceae
CLDI,,Cleistes divaricata (L.) Ames,rosebud orchid,Orchidaceae
CLDI,CLDI2,Cleistesiopsis divaricata (L.) Pansarin & F. Barros,,
CLDI,PODI9,Pogonia divaricata (L.) R. Br.,,
CLDI10,,Cladonia digitata (L.) Hoffm.,finger cup lichen,Cladoniaceae
CLDI11,,Cladonia dimorpha S. Hammer,cup lichen,Cladoniaceae
CLDI12,,Cladonia dimorphoclada Robbins,cup lichen,Cladoniaceae
CLDI3,,Clematis dioica L.,cabellos de angel,Ranunculaceae
CLDI4,,Cleome diffusa Banks ex DC.,spreading spiderflower,Capparaceae
CLDI9,,Cladonia didyma (Fée) Vain.,cup lichen,Cladoniaceae
CLDIV,,Cladonia didyma (Fée) Vain. var. vulcanica (Zoll. & Moritzi) Vain.,vulcan cup lichen,Cladoniaceae
CLDIV,CLVU3,Cladonia vulcanica Zoll. & Moritzi,,
CLDO2,,Clinopodium douglasii (Benth.) Kuntze,yerba buena,Lamiaceae
CLDO2,MICH2,Micromeria chamissonis (Benth.) Greene,,
CLDO2,SACH11,Satureja chamissonis (Benth.) Briq.,,
CLDO2,SADO5,Satureja douglasii (Benth.) Briq.,,
CLDR,,Clematis drummondii Torr. & A. Gray,Drummond's clematis,Ranunculaceae
CLDR2,,Clermontia drepanomorpha Rock,Kohala Mountain clermontia,Campanulaceae
CLDU,,Clarkia dudleyana (Abrams) J.F. Macbr.,Dudley's clarkia,Onagraceae
CLDU,GODU,Godetia dudleyana Abrams,,
CLEC,,Cladonia ecmocyna Leight.,cup lichen,Cladoniaceae
CLECE,,Cladonia ecmocyna Leight. ssp. ecmocyna,cup lichen,Cladoniaceae
CLECI,,Cladonia ecmocyna Leight. ssp. intermedia (Robbins) Ahti,intermediate cup lichen,Cladoniaceae
CLECO,,Cladonia ecmocyna Leight. ssp. occidentalis Ahti,,Cladoniaceae
CLEID,,Cleidion Blume,,Euphorbiaceae
CLEIS,,Cleistes Rich. ex Lindl.,rosebud orchid,Orchidaceae
CLEIS2,,Cleistogenes Keng,,Poaceae
CLEIS3,,Cleistocactus Lem.,cleistocactus,Cactaceae
CLEIS4,,Cleistachne Benth.,,Poaceae
CLEIS5,,Cleistanthus Hook. f. ex Planch.,,Euphorbiaceae
CLEIS7,,Cleisostoma Blume,,Orchidaceae
CLEMA,,Clematis L.,leather flower,Ranunculaceae
CLEOM,,Cleome L.,spiderflower,Capparaceae
CLEOM2,,Cleomella DC.,stinkweed,Capparaceae
CLEP,,Clarkia epilobioides (Nutt. ex Torr. & A. Gray) A. Nelson & J.F. Macbr.,canyon clarkia,Onagraceae
CLEP,GOEP2,Godetia epilobioides (Nutt. ex Torr. & A. Gray) S. Watson,,
CLER,,Clibadium erosum (Sw.) DC.,jackass breadnut,Asteraceae
CLERM,,Clermontia Gaudich.,clermontia,Campanulaceae
CLERO2,,Clerodendrum L.,glorybower,Verbenaceae
CLES,,Claytonia eschscholtzii Cham.,grassleaf springbeauty,Portulacaceae
CLES,CLACG2,Claytonia acutifolia Pall. ex Schult. ssp. graminifolia Hultén,,
CLETH,,Clethra L.,sweetpepperbush,Clethraceae
CLEV,,Cladina evansii (Abbayes) Hale & W.L. Culb.,Evans' reindeer lichen,Cladoniaceae
CLEV,CLEV2,Cladonia evansii Abbayes,,
CLEX,,Clarkia exilis F.H. Lewis & Vasek,Kern River clarkia,Onagraceae
