Symbol,Synonym Symbol,Scientific Name with Author,Common Name,Family
BEALS,BESU3 ,Betula ×sukaczewii Soczava,,
BEAR,,Besseya arizonica Pennell,Arizona coraldrops,Scrophulariaceae
BEAT,,Beta atriplicifolia Rouy,beet,Chenopodiaceae
BEAUC,,Beaucarnea Lem.,bottle-palm,Liliaceae
BEBBI,,Bebbia (Benth.) Greene,sweetbush,Asteraceae
BEBE4,,Berlandiera betonicifolia (Hook.) Small,Texas greeneyes,Asteraceae
BEBE4,BEBE,"Berlandiera ×betonicifolia (Hook.) Small (pro sp.), database artifact",,
BEBE4,BETE2,Berlandiera texana DC.,,
BEBE4,BETEB,Berlandiera texana DC. var. betonicifolia (Hook.) Torr. & A. Gray,,
BEBO,,Betula borealis Spach,northern birch,Betulaceae
BEBO,BEPUB,Betula pubescens Ehrh. ssp. borealis (Spach) Á. Löve & D. Löve,,
BEBU,,Besseya bullii (Eaton) Rydb.,Bull's coraldrops,Scrophulariaceae
BEBU,SYBU,Synthyris bullii (Eaton) A. Heller,,
BEBU,WUBU,Wulfenia bullii (Eaton) Barnhart,,
BECA2,,Berberis canadensis Mill.,American barberry,Berberidaceae
BECA4,,Betula ×caerulea Blanch. (pro sp.),blue birch,Betulaceae
BECAC,,Betula ×caerulea Blanch. var. caerulea,blue birch,Betulaceae
BECAG,,Betula ×caerulea Blanch. var. grandis Blanch. (pro nm.),big blue birch,Betulaceae
BECAG,BECA8,Betula ×caerulea-grandis Blanch.,,
BECH,,Belamcanda chinensis (L.) DC.,blackberry lily,Iridaceae
BECH,GECH2,Gemmingia chinensis (L.) Kuntze,,
BECH,IRDO2,Iris domestica (L.) Goldblatt & Mabb.,,
BECI3,,Bellemerea cinereorufescens (Ach.) Clauzade & Roux,bellemerea lichen,Porpidiaceae
BECI3,ASCI12,Aspilicia cinereorufescens (Ach.) A. Massal.,,
BECI3,LECI9,Lecanora cinereorufescens (Ach.) Hepp,,
BECKM,,Beckmannia Host,sloughgrass,Poaceae
BECO,,Begonia coccinea Hook.,scarlet begonia,Begoniaceae
BECO2,,Begonia convolvulacea A. DC.,morning-glory begonia,Begoniaceae
BECO5,,Beloglottis costaricensis (Rchb. f.) Schltr.,Costa Rican lady's tresses,Orchidaceae
BECO5,SPCO6,Spiranthes costaricensis Rchb. f.,,
BECR3,,Bergenia crassifolia (L.) Fritsch,Siberian-tea,Saxifragaceae
BECR3,BECO7,Bergenia cordifolia (Haw.) Sternb.,,
BECU,,Begonia cucullata Willd.,clubed begonia,Begoniaceae
BECU,BECUH,Begonia cucullata Willd. var. hookeri (A. DC.) L.B. Sm. & B.G. Schub.,,
BECU,BESE,Begonia semperflorens Link & Otto,,
BEDA,,Berberis darwinii Hook.,Darwin's berberis,Berberidaceae
BEDE2,,Begonia decandra Pav. ex A. DC.,native begonia,Begoniaceae
BEDI2,,Bernardia dichotoma (Willd.) Müll. Arg.,Caribbean myrtlecroton,Euphorbiaceae
BEDI2,ADBE2,Adelia bernardia L.,,
BEDI3,,Bellemerea diamarta (Ach.) Hafellner & Roux,bellemerea lichen,Porpidiaceae
BEDI3,ASDI12,Aspilicia diamarta (Ach.) Boistel,,
BEDU,,Betula ×dugleana Lepage,birch,Betulaceae
BEDU2,,Betula ×dutillyi Lepage,Dutilly's birch,Betulaceae
BEEA,,Betula ×eastwoodiae Sarg. (pro sp.),birch,Betulaceae
BEEA,BEAR2,Betula ×arbuscula Dugle,,
BEEM,,Bergerocactus emoryi (Engelm.) Britton & Rose,golden snakecactus,Cactaceae
BEEM,BEEM2,Bergerocereus emoryi (Engelm.) Britton & Rose,,
BEEM,CEEM,Cereus emoryi Engelm.,,
BEER,,Berula erecta (Huds.) Coville,cutleaf waterparsnip,Apiaceae
BEER,BEERI2,Berula erecta (Huds.) Coville var. incisa (Torr.) Cronquist,,
BEER,BEIN3,Berula incisa (Torr.) G.N. Jones,,
BEER,BEPU6,Berula pusilla Fernald,,
BEER,SIER2,Siella erecta (Huds.) M. Pimen.,,
BEEX2,,Bertholletia excelsa Humb. & Bonpl.,brazilnut,Lecythidaceae
BEFE,,Berberis fendleri A. Gray,Colorado barberry,Berberidaceae
BEFO,,Begonia foliosa Kunth,fuchsia begonia,Begoniaceae
BEFOM,,Begonia foliosa Kunth var. miniata (Planch.) L.B. Sm. & B.G. Schub.,fuchsia begonia,Begoniaceae
BEGL,,Betula glandulosa Michx.,resin birch,Betulaceae
BEGON,,Begonia L.,begonia,Begoniaceae
BEHA2,,Berberis harrisoniana Kearney & Peebles,Harrison's barberry,Berberidaceae
BEHE,,Berkheya heterophylla O. Hoffm.,prickly gousblom,Asteraceae
BEHE2,,Begonia heracleifolia Cham. & Schltdl.,starleaf begonia,Begoniaceae
BEHI2,,Begonia hirtella Link,Brazilian begonia,Begoniaceae
BEHI3,,Benincasa hispida (Thunb.) Cogn.,waxgourd,Cucurbitaceae
BEHI3,BECE,Benincasa cerifera Savi,,
BEHO,,Betula ×hornei Butler (pro sp.),birch,Betulaceae
BEHO,BEUN,Betula ×ungavensis Lepage,,
BEHU,,Berlandiera ×humilis Small (pro sp.),greeneyes,Asteraceae
BEILS,,Beilschmiedia Nees,beilschmiedia,Lauraceae
BEIN2,,Berteroa incana (L.) DC.,hoary alyssum,Brassicaceae
BEIN2,ALIN8,Alyssum incanum L.,,
BEJA,,Betula ×jackii C.K. Schneid.,birch,Betulaceae
BEJAR,,"Bejaria Mutis, orth. cons.",flyweed,Ericaceae
BEJAR,BEFAR,"Befaria Mutis, orth. rej.",,
BEJU,,Bebbia juncea (Benth.) Greene,sweetbush,Asteraceae
BEJU4,,Berberis julianae C.K. Schneid.,wintergreen barberry,Berberidaceae
BEJU4,BEJU3,"Berberis julianiae C.K. Schneid., orth. var.",,
BEJUA,,Bebbia juncea (Benth.) Greene var. aspera (Benth.) Greene,sweetbush,Asteraceae
BEJUJ2,,Bebbia juncea (Benth.) Greene var. juncea (Benth.) Greene [excluded],sweetbush,Asteraceae
BEKO2,,Berberis koreana Palib.,,Berberidaceae
BELAM,,Belamcanda Adans.,belamcanda,Iridaceae
BELE,,Betula lenta L.,sweet birch,Betulaceae
BELLA,,Bellardia All.,lineseed,Scrophulariaceae
BELLE,,Bellemerea Hafellner & Roux,bellemerea lichen,Porpidiaceae
BELLI,,Bellis L.,bellis,Asteraceae
BELO,,Beta lomatogona Fisch. & C.A. Mey.,beet,Chenopodiaceae
BELO2,,Bestia longipes (Sull. & Lesq.) Broth.,bestia moss,Brachytheciaceae
BELOG,,Beloglottis Schltr.,lady's tresses,Orchidaceae
BELON,,Belonia Körb. ex Nyl.,belonia lichen,Gyalectaceae
BELY,,Berlandiera lyrata Benth.,lyreleaf greeneyes,Asteraceae
BELY,BEIN6,Berlandiera incisa Torr. & A. Gray,,
BELY,BELYM,Berlandiera lyrata Benth. var. macrophylla A. Gray,,
BEMA5,,Betula maximowicziana Regel,monarch birch,Betulaceae
BEME2,,Berberis ×mentorensis L.M. Ames,Mentor barberry,Berberidaceae
BEMI,,Betula minor (Tuck.) Fernald,dwarf white birch,Betulaceae
BEMI,BEPAM,Betula papyrifera Marshall var. minor (Tuck.) S. Watson & J.M. Coult.,,
BEMI,BESA4,Betula saxophila Lepage,,
BEMI2,,Betula michauxii Sarg.,Newfoundland dwarf birch,Betulaceae
BEMI2,BETE3,Betula terrae-novae Fernald,,
BEMU,,Berteroa mutabilis (Vent.) DC.,roadside false madwort,Brassicaceae
BEMU,ALMU3,Alyssum mutabile Vent.,,
BEMU2,,Betula murrayana Barnes & Dancik,Murray's birch,Betulaceae
BEMY,,Bernardia myricifolia (Scheele) S. Watson,mouse's eye,Euphorbiaceae
BEMY,BEIN,Bernardia incana Morton,,
BEMY,TYMY,Tyria myricifolia Scheele,,
BENA,,Betula nana L.,dwarf birch,Betulaceae
BENA2,,Beta nana Boiss. & Heldr.,beet,Chenopodiaceae
BENAE,,Betula nana L. ssp. exilis (Sukaczev) Hultén,dwarf birch,Betulaceae
BENAE,BEEX,Betula exilis Sukaczev,,
BENAE,BEGLS,Betula glandulosa Michx. var. sibirica (Ledeb.) C.K. Schneid.,,
BENAE,BENAS,Betula nana L. var. sibirica Ledeb.,,
BENAN,,Betula nana L. ssp. nana,dwarf birch,Betulaceae
BENAP,,Betula nana L. ssp. perfiljevii (V.N. Vassil.) Á. Löve & D. Löve [excluded],dwarf birch,Betulaceae
BENAP,BEPE4,Betula perfiljevii V.N. Vassil.,,
BENE3,,Begonia nelumbiifolia Cham. & Schltdl.,lilypad begonia,Begoniaceae
BENE4,,Betula neoalaskana Sarg.,resin birch,Betulaceae
BENE4,BEAL5,Betula alaskana Sarg.,,
BENE4,BEPAH,Betula papyrifera Marshall ssp. humilis (Regel) Hultén,,
BENE4,BEPAH2,Betula papyrifera Marshall var. humilis (Regel) Fernald & Raup,,
BENE4,BEPAN,Betula papyrifera Marshall var. neoalaskana (Sarg.) Raup,,
BENE4,BERE3,Betula resinifera Britton,,
BENE5,,Betula ×neoborealis Lepage,northern birch,Betulaceae
BENI,,Betula nigra L.,river birch,Betulaceae
BENIN,,Benincasa Savi,benincasa,Cucurbitaceae
BENIT,,Benitoa D.D. Keck,benitoa,Asteraceae
BENSO,,Bensoniella Morton,bensoniella,Saxifragaceae
BEOB,,Bernardia obovata I.M. Johnst.,desert myrtlecroton,Euphorbiaceae
BEOB2,,Besseya oblongifolia Pennell,eggleaf coraldrops,Scrophulariaceae
BEOB3,,Berteroa obliqua (Sm.) DC. [excluded],,Brassicaceae
BEOC,,Benitoa occidentalis (H.M. Hall) D.D. Keck,benitoa,Asteraceae
BEOC,LEOC8,Lessingia occidentalis (H.M. Hall) M.A. Lane,,
BEOC2,,Betula occidentalis Hook.,water birch,Betulaceae
BEOC2,BEBE3,Betula beeniana A. Nelson,,
BEOC2,BEFO2,Betula fontinalis Sarg.,,
BEOC2,BEOCI,Betula occidentalis Hook. var. inopina (Jeps.) C.L. Hitchc.,,
BEOC2,BEPAO,Betula papyrifera Marshall ssp. occidentalis (Hook.) Hultén,,
BEOC2,BEPAO2,Betula papyrifera Marshall var. occidentalis (Hook.) Sarg.,,
BEOR,,Bensoniella oregona (Abrams & Bacig.) Morton,Oregon Bensoniella,Saxifragaceae
BEOR,BEOR2,Bensonia oregona Abrams & Bacig.,,
BEOR,BEOR3,"Bensoniella oregana (Abrams & Bacig.) C.V. Morton, database artifact",,
BEOT,,Berberis ×ottawensis C.K. Schneid.,barberry,Berberidaceae
BEPA,,Betula papyrifera Marshall,paper birch,Betulaceae
BEPA2,,Beta patellaris Moq.,beet,Chenopodiaceae
BEPA3,,Beta patula Aiton,beet,Chenopodiaceae
BEPAC2,,Betula papyrifera Marshall var. cordifolia (Regel) Fernald,mountain paper birch,Betulaceae
BEPAC2,BEALC2,Betula alba L. var. cordifolia (Regel) Regel,,
BEPAC2,BECO3,Betula cordifolia Regel,,
BEPAK,,Betula papyrifera Marshall var. kenaica (W.H. Evans) A. Henry,Kenai birch,Betulaceae
BEPAK,BEKE2,Betula kenaica W.H. Evans,,
BEPAK,BENEK,Betula neoalaskana Sarg. var. kenaica (W.H. Evans) B. Boivin,,
BEPAP,,Betula papyrifera Marshall var. papyrifera,paper birch,Betulaceae
BEPAP,BEALC,Betula alba L. var. commutata Regel,,
BEPAP,BEPAC,Betula papyrifera Marshall var. commutata (Regel) Fernald,,
BEPAP,BEPAE,Betula papyrifera Marshall var. elobata (Fernald) Sarg.,,
BEPAP,BEPAM2,Betula papyrifera Marshall var. macrostachya Fernald,,
BEPAP,BEPAP2,Betula papyrifera Marshall var. pensilis Fernald,,
BEPE,,Beilschmiedia pendula (Sw.) Hemsl.,slugwood,Lauraceae
BEPE,HUPE,Hufelandia pendula (Sw.) Nees,,
BEPE2,,Bellis perennis L.,lawndaisy,Asteraceae
BEPE3,,Betula pendula Roth,European white birch,Betulaceae
BEPE3,BEPED,Betula pendula Roth f. dalecarlica (L. f.) C.K. Schneid.,,
BEPE3,BEVE2,Betula verrucosa Ehrh.,,
BEPL,,Besseya plantaginea (James) Rydb.,White River coraldrops,Scrophulariaceae
BEPL2,,Betula platyphylla Sukaczev,Asian white birch,Betulaceae
BEPLJ2,,Betula platyphylla Sukaczev var. japonica (Miq.) H. Hara [excluded],,Betulaceae
BEPLJ2,BEJA3,Betula japonica (Miq.) Siebold,,
BEPLJ2,BEMAJ2,Betula mandshurica (Regel) Nakai var. japonica (Miq.) Rehder,,
BEPLK2,,Betula platyphylla Sukaczev var. kamtschatica (Regel) H. Hara [excluded],,Betulaceae
BEPLK2,BEKA2,Betula kamtschatica (Regel) Jansson ex Vassiljev,,
BEPLK2,BEMAK2,Betula mandshurica (Regel) Nakai var. kamtschatica (Regel) Rehder,,
BEPLP,,Betula platyphylla Sukaczev var. platyphylla,Asian white birch,Betulaceae
BEPLP,BEMA2,Betula mandshurica (Regel) Nakai,,
BEPO,,Betula populifolia Marshall,gray birch,Betulaceae
BEPR,,Beta procumbens C. Sm.,cultivated beet,Chenopodiaceae
BEPU2,,Berlandiera pumila (Michx.) Nutt.,soft greeneyes,Asteraceae
BEPU3,,Betula ×purpusii C.K. Schneid.,birch,Betulaceae
BEPU4,,Betula pumila L.,bog birch,Betulaceae
BEPU5,,Betula pubescens Ehrh.,downy birch,Betulaceae
BEPUG,,Betula pumila L. var. glandulifera Regel,bog birch,Betulaceae
BEPUG,BEGL2,Betula glandulifera (Regel) Butler,,
BEPUG,BEGLG,Betula glandulosa Michx. var. glandulifera (Regel) Gleason,,
BEPUG,BEGLH,Betula glandulosa Michx. var. hallii (Howell) C.L. Hitchc.,,
BEPUG,BENAG,Betula nana L. var. glandulifera (Regel) B. Boivin,,
BEPUG2,,Betula pumila L. var. glabra Regel,bog birch,Betulaceae
BEPUP2,,Betula pumila L. var. pumila,bog birch,Betulaceae
BEPUP3,,Berlandiera pumila (Michx.) Nutt. var. pumila,soft greeneyes,Asteraceae
BEPUP3,BEDE3,Berlandiera dealbata (Torr. & A. Gray) Small,,
BEPUP3,BETO,Berlandiera tomentosa (Pursh) Nutt.,,
BEPUP3,BETOD,Berlandiera tomentosa (Pursh) Nutt. var. dealbata Torr. & A. Gray,,
BEPUP5,,Betula pubescens Ehrh. ssp. pubescens,downy birch,Betulaceae
BEPUP5,BEAL3,"Betula alba L., nom. utique rej.",,
BEPUP5,BEPUP4,Betula pubescens Ehrh. var. pubescens,,
BEPUR,,Betula pumila L. var. renifolia Fernald,bog birch,Betulaceae
BEPUR,BENAR,Betula nana L. var. renifolia (Fernald) B. Boivin,,
BEPUS,,Berlandiera pumila (Michx.) Nutt. var. scabrella G.L. Nesom & B.L. Turner,soft greeneyes,Asteraceae
BEPUT,,Betula pubescens Ehrh. ssp. tortuosa (Ledeb.) Nyman,downy birch,Betulaceae
BEPUT,BEOD,Betula odorata Bechst.,,
BEPUT,BETO2,Betula tortuosa Ledeb.,,
BERA,,Betula ×raymundii Lepage,Raymund's birch,Betulaceae
BERA3,,Bejaria racemosa Vent.,flyweed,Ericaceae
BERA3,BERA2,"Befaria racemosa Vent., orth. var.",,
BERBE,,Berberis L.,barberry,Berberidaceae
BERCH,,Berchemia Neck. ex DC.,supplejack,Rhamnaceae
BERE2,,Begonia reniformis Dryand.,grapeleaf begonia,Begoniaceae
BERE4,,Beaucarnea recurvata Lem.,bottle-palm,Liliaceae
BERGE,,Bergerocactus Britton & Rose,snakecactus,Cactaceae
BERGE2,,Bergenia Moench,elephant-ear,Saxifragaceae
BERGI,,Bergia L.,bergia,Elatinaceae
BERI,,Besseya ritteriana (Eastw.) Rydb.,Ritter's coraldrops,Scrophulariaceae
BERI,SYRI,Synthyris ritteriana Eastw.,,
BERKH,,Berkheya Ehrh.,berkheya,Asteraceae
BERLA,,Berlandiera DC.,greeneyes,Asteraceae
BERNA,,Bernardia Mill.,myrtlecroton,Euphorbiaceae
BERTE,,Berteroa DC.,false madwort,Brassicaceae
BERTH,,Bertholletia Humb. & Bonpl.,bertholletia,Lecythidaceae
BERU,,Besseya rubra (Douglas ex Hook.) Rydb.,red besseya,Scrophulariaceae
BERU,SYRU2,Synthyris rubra (Douglas ex Hook.) Benth.,,
BERU2,,Belonia russula Körb. ex Nyl.,belonia lichen,Gyalectaceae
BERU2,BEFE2,Belonia fennica Vain.,,
BERUL,,Berula Besser ex W.D.J. Koch,waterparsnip,Apiaceae
BESA,,Betula ×sandbergii Britton,Sandberg birch,Betulaceae
BESA3,,Betula ×sargentii Dugle,birch,Betulaceae
BESA5,,Bellemerea sanguinea (Krempelh.) Hafellner & Roux,bellemerea lichen,Porpidiaceae
BESA5,ASSA19,Aspilicia sanguinea Krempelh.,,
BESA5,LESA11,Lecanora sanguinea (Krempelh.) Mig.,,
BESA6,,Berberis sargentiana C.K. Snied.,Sargent's barberry,Berberidaceae
BESC,,Berchemia scandens (Hill) K. Koch,Alabama supplejack,Rhamnaceae
BESSE,,Besseya Rydb.,kittentail,Scrophulariaceae
BESTI,,Bestia Broth.,bestia moss,Brachytheciaceae
BESU,,Berlandiera subacaulis (Nutt.) Nutt.,Florida greeneyes,Asteraceae
BESU2,,Bellemerea subsorediza (Lynge) R. Sant.,bellemerea lichen,Porpidiaceae
BESU2,ASSU25,Aspicilia subsorediza (Lynge) R. Sant.,,
BESU2,LESU36,Lecidea subsorediza Lynge,,
BESY,,Beckmannia syzigachne (Steud.) Fernald,American sloughgrass,Poaceae
BESY,BEER2,Beckmannia eruciformis auct. non (L.) Host,,
BESY,BEERB,Beckmannia eruciformis (L.) Host ssp. baicalensis (Kusnez.) Hultén,,
BESY,BEERU,Beckmannia eruciformis (L.) Host var. uniflora Scribn. ex A. Gray,,
BESY,BESYB,Beckmannia syzigachne (Steud.) Fernald ssp. baicalensis (Kusnez.) Koyama & Kawano,,
BESY,BESYU,Beckmannia syzigachne (Steud.) Fernald var. uniflora (Scribn. ex A. Gray) B. Boivin,,
BESZ,,Betula szechuanica (C.K. Schneid.) C.A. Jansson,Szechuan white birch,Betulaceae
BESZ,BEMAS,Betula mandshurica (Regel) Nakai var. szechuanica (C.K. Schneid.) Rehder,,
BESZ,BEPLS,Betula platyphylla Sukaczev var. szechuanica C.K. Schneid.,,
BETA,,Beta L.,beet,Chenopodiaceae
BETE,,Bergia texana (Hook.) Seub. ex Walp.,Texas bergia,Elatinaceae
BETE,ELTE2,Elatine texana Hook.,,
BETH,,Berberis thunbergii DC.,Japanese barberry,Berberidaceae
BETH,BETHA,Berberis thunbergii DC. var. atropurpurea Chenault,,
BETR,,Bellardia trixago (L.) All.,Mediterranean lineseed,Scrophulariaceae
BETR,BATR,Bartsia trixago L.,,
BETR3,,Beta trojana A. Pamukc. ex Aellen,trojan beet,Chenopodiaceae
BETR4,,Beta trigyna Waldst. & Kit.,beet,Chenopodiaceae
BETR4,BECO6,Beta corolliflora Zosimovic ex Buttler,,
BETUL,,Betula L.,birch,Betulaceae
BEUB,,Betula uber (Ashe) Fernald,Virginia roundleaf birch,Betulaceae
BEUB,BELEU,Betula lenta L. var. uber Ashe,,
BEUB,BELEU2,Betula lenta L. ssp. uber (Ashe) A.E. Murray,,
BEUT,,Betula ×utahensis Britton (pro sp.),birch,Betulaceae
BEUT,BEAN,Betula andrewsii A. Nelson,,
BEUT,BECO4,Betula ×commixta Sarg.,,
BEUT,BEOCF2,Betula occidentalis Hook. var. fecunda Fernald,,
BEUT,BEPAS,Betula papyrifera Marshall var. subcordata (Rydb.) Sarg.,,
BEUT,BEPI3,Betula piperi Britton,,
BEVU,,Berberis vulgaris L.,common barberry,Berberidaceae
BEVU2,,Beta vulgaris L.,common beet,Chenopodiaceae
BEVU2,BEMA3,Beta maritima L.,,
BEVU2,BEVUM,Beta vulgaris L. ssp. maritima (L.) Arcang.,,
BEVUC,,Beta vulgaris L. ssp. cicla (L.) W.D.J. Koch,chard,Chenopodiaceae
BEVUC,BECI4,Beta cicla (L.) L.,,
BEVUC,BEVUC2,Beta vulgaris L. var. cicla L.,,
BEVUM2,,Beta vulgaris L. ssp. macrocarpa (Guss.) Thell.,beet,Chenopodiaceae
BEVUM2,BEMA4,Beta macrocarpa Guss.,,
BEWI,,Berberis wilcoxii Kearney,Wilcox's barberry,Berberidaceae
BEWI,ODWI,Odostemon wilcoxii (Kearney) A. Heller,,
BEWI2,,Betula ×winteri Dugle,birch,Betulaceae
BEWI3,,Berberis wisleyensis Ahrendt,Wisley barberry,Berberidaceae
BEWY,,Besseya wyomingensis (A. Nelson) Rydb.,Wyoming besseya,Scrophulariaceae
BEWY,BECI2,Besseya cinerea (Raf.) Pennell,,
BIAL,,Bidens alba (L.) DC.,romerillo,Asteraceae
BIAL3,,Biatora albohyalina (Nyl.) Bagl. & Carestia,,Bacidiaceae
BIAL3,LEAL17,Lecidea albohyalina (Nyl.) Th. Fr.,,
BIALR,,Bidens alba (L.) DC. var. radiata (Sch. Bip.) Ballard ex T.E. Melchert,romerillo,Asteraceae
BIALR,BIPIR,Bidens pilosa L. var. radiata Sch. Bip.,,
BIAM,,Bidens amplissima Greene,Vancouver Island beggarticks,Asteraceae
BIAM,BICEE2,Bidens cernua L. var. elata Torr. & A. Gray,,
BIAM,BIEL2,Bidens elata (Torr. & A. Gray) Sherff,,
BIAM2,,Bifora americana Benth. & Hook. f. ex S. Watson,prairie bishop,Apiaceae
BIAM3,,Bidens amplectens Sherff,kokolau,Asteraceae
BIAM3,BIGR2,Bidens gracilis Nutt.,,
BIAM3,BIHA2,Bidens halawana O. Deg. & Sherff,,
BIAN,,Biatora anthracophila (Nyl.) Hafellner,,Bacidiaceae
BIAN,HYAN3,Hypocenomyce anthracophila (Nyl.) P. James & Gotth. Schneid.,,
BIAN,LEAN13,Lecidea anthracophila Nyl.,,
BIAN,PSAN2,Psora anthracophila (Nyl.) Arnold,,
BIAR,,Bidens aristosa (Michx.) Britton,bearded beggarticks,Asteraceae
BIAR,BIARF,Bidens aristosa (Michx.) Britton var. fritcheyi Fernald,,
BIAR,BIARM,Bidens aristosa (Michx.) Britton var. mutica (A. Gray) Gattinger,,
BIAR,BIARR,Bidens aristosa (Michx.) Britton var. retrorsa (Sherff) Wunderlin,,
BIAR,BIIN2,Bidens involucrata (Nutt.) Britton,,
BIAR,BIPO,Bidens polylepis S.F. Blake,,
BIAR,BIPOR,Bidens polylepis S.F. Blake var. retrorsa Sherff,,
BIAS3,,Bidens asymmetrica (Levl.) Sherff,Koolau Range beggarticks,Asteraceae
BIATO2,,Biatora Fr.,biatora lichen,Bacidiaceae
BIATO3,,Biatorella De Not.,biatorella lichen,Biatorellaceae
BIATO4,,Biatoropsis Rananen,,Uncertain Basidiomycota Family
BIAU,,Bidens aurea (Aiton) Sherff,Arizona beggarticks,Asteraceae
BIAU,BIAUW,Bidens aurea (Aiton) Sherff var. wrightii (A. Gray) Sherff,,
BIAU,BIHE3,Bidens heterophylla Ortega,,
BIAU,COAU6,Coreopsis aurea Aiton,,
BIBE2,,Bidens beckii Torr. ex Spreng.,Beck's water-marigold,Asteraceae
BIBE2,MEBE2,Megalodonta beckii (Torr. ex Spreng.) Greene,,
BIBE2,MEBEB,Megalodonta beckii (Torr. ex Spreng.) Greene var. beckii,,
BIBE2,MEBEH,Megalodonta beckii (Torr. ex Spreng.) Greene var. hendersonii Sherff,,
BIBE2,MEBEO,Megalodonta beckii (Torr. ex Spreng.) Greene var. oregonensis Sherff,,
BIBI,,Bidens bigelovii A. Gray,Bigelow's beggarticks,Asteraceae
BIBI3,,Bidens bidentoides (Nutt.) Britton,Delmarva beggarticks,Asteraceae
BIBI3,BIBIM,Bidens bidentoides (Nutt.) Britton var. mariana (S.F. Blake) Sherff,,
BIBI3,BIMA3,Bidens mariana S.F. Blake,,
BIBI4,,Bituminaria bituminosa (L.) Stirt.,Arabian pea,Fabaceae
BIBI4,ASBI5,Aspalthium bituminosum (L.) Kuntze,,
BIBI4,PSBI,Psoralea bituminosa L.,,
BIBI7,,Bidens bipinnata L.,Spanish needles,Asteraceae
BIBI7,BIBIB,Bidens bipinnata L. var. biternatoides Sherff,,
BIBIA,,Bidens bigelovii A. Gray var. angustiloba (DC.) R.E. Ballard ex Melchert,Bigelow's beggarticks,Asteraceae
BIBIB2,,Bidens bigelovii A. Gray var. bigelovii,Bigelow's beggarticks,Asteraceae
BIBO,,Biatora botryosa Fr.,biatora lichen,Bacidiaceae
BIBO,LEBO7,Lecidea botryosa (Fr.) Th. Fr.,,
BICA,,Bignonia capreolata L.,crossvine,Bignoniaceae
BICA,ANCA21,Anisostichus capreolata (L.) Bureau,,
BICA,ANCR7,Anisostichus crucigera (L.) Bureau,,
BICA2,,Bidens campylotheca Sch. Bip.,viper beggarticks,Asteraceae
BICAC,,Bidens campylotheca Sch. Bip. ssp. campylotheca,viper beggarticks,Asteraceae
BICAC,BIMA2,Bidens ×magnidisca O. Deg. & Sherff,,
BICAP,,Bidens campylotheca Sch. Bip. ssp. pentamera (Sherff) Ganders & Nagata,viper beggarticks,Asteraceae
BICAP,BICAP2,Bidens campylotheca Sch. Bip. var. pentamera Sherff,,
BICAP,BIPE,Bidens pentamera (Sherff) O. Deg. & Sherff,,
BICAW,,Bidens campylotheca Sch. Bip. ssp. waihoiensis H. St. John,Waihoi beggarticks,Asteraceae
BICE,,Bidens cernua L.,nodding beggartick,Asteraceae
BICE,BICEC,Bidens cernua L. var. cernua,,
BICE,BICED,Bidens cernua L. var. dentata (Nutt.) B. Boivin,,
BICE,BICEE,Bidens cernua L. var. elliptica Wiegand,,
BICE,BICEI,Bidens cernua L. var. integra Wiegand,,
BICE,BICEM,Bidens cernua L. var. minima (Huds.) Pursh,,
BICE,BICEO,Bidens cernua L. var. oligodonta Fernald & H. St. John,,
BICE,BICER,Bidens cernua L. var. radiata DC.,,
BICE,BIGL,Bidens glaucescens Greene,,
BICE2,,Bidens cervicata Sherff,Kauai beggarticks,Asteraceae
BICE2,BIAS,Bidens asplenioides Sherff,,
BICE2,BIFE,Bidens fecunda O. Deg. & Sherff,,
BICE2,BIFE3,Bidens ferax O. Deg. & Sherff,,
BICE2,BIST,Bidens stokesii Sherff,,
BICH,,Biatora chrysantha (Zahlbr.) Printzen,,Bacidiaceae
BICO,,Bidens coronata (L.) Britton,crowned beggarticks,Asteraceae
BICO,BICOB,Bidens coronata (L.) Britton var. brachyodonta Fernald,,
BICO,BICOT,Bidens coronata (L.) Britton var. tenuiloba (A. Gray) Sherff,,
BICO,BICOT2,Bidens coronata (L.) Britton var. trichosperma (Michx.) Fernald,,
BICO,BITR2,Bidens trichosperma (Michx.) Britton,,
BICO4,,Bidens conjuncta Sherff,bog beggarticks,Asteraceae
BICO5,,Bidens connata Muhl. ex Willd.,purplestem beggarticks,Asteraceae
BICO5,BICOA,Bidens connata Muhl. ex Willd. var. ambiversa Fassett,,
BICO5,BICOA2,Bidens connata Muhl. ex Willd. var. anomala Farw.,,
BICO5,BICOF,Bidens connata Muhl. ex Willd. var. fallax (Warnst.) Sherff,,
BICO5,BICOG,Bidens connata Muhl. ex Willd. var. gracilipes Fernald,,
BICO5,BICOI,Bidens connata Muhl. ex Willd. var. inundata Fernald,,
BICO5,BICOP,Bidens connata Muhl. ex Willd. var. petiolata (Nutt.) Farw.,,
BICO5,BICOP2,Bidens connata Muhl. ex Willd. var. pinnata S. Watson,,
BICO5,BICOS,Bidens connata Muhl. ex Willd. var. submutica Fassett,,
BICO6,,Bidens cosmoides (A. Gray) Sherff,cosmosflower beggarticks,Asteraceae
BICO6,BICOR,Bidens cosmoides (A. Gray) Sherff var. refracta Hochr.,,
BICO6,BIDI2,Bidens ×dimidiata O. Deg. & Sherff,,
BICU,,Bidens cuneata Sherff,wedge beggarticks,Asteraceae
BICU3,,Biatora cuprea (Sommerf.) Fr.,,Bacidiaceae
