Symbol,Synonym Symbol,Scientific Name with Author,Common Name,Family
UTOL,BIOL,Biovularia olivacea (C. Wright ex Griseb.) Kam.,,
UTPU,,Utricularia purpurea Walter,eastern purple bladderwort,Lentibulariaceae
UTPU,VEPU4,Vesiculina purpurea (Walter) Raf.,,
UTPU2,,Utricularia pusilla Vahl,tiny bladderwort,Lentibulariaceae
UTPU2,SEPU12,Setiscapella pusilla (Vahl) Barnhart,,
UTRA,,Utricularia radiata Small,little floating bladderwort,Lentibulariaceae
UTRA,UTINM,Utricularia inflata Walter var. minor Chapm.,,
UTRA2,,Utricularia racemosa Wall.,bladderwort,Lentibulariaceae
UTRE,,Utricularia resupinata B.D. Greene ex Bigelow,lavender bladderwort,Lentibulariaceae
UTRE,LERE11,Lecticula resupinata (B.D. Greene ex Bigelow) Barnhart,,
UTRIC,,Utricularia L.,bladderwort,Lentibulariaceae
UTSI,,Utricularia simulans Pilg.,fringed bladderwort,Lentibulariaceae
UTSI,ARFI5,Aranella fimbriata auct. non (Kunth) Barnhart,,
UTSI,UTFI2,Utricularia fimbriata auct. non Kunth,,
UTST,,Utricularia striata Leconte ex Torr.,striped bladderwort,Lentibulariaceae
UTST,UTFI3,"Utricularia fibrosa sensu Britton, non Walter",,
UTST2,,Utricularia stygia Thor,arctic bladderwort,Lentibulariaceae
UTSU,,Utricularia subulata L.,zigzag bladderwort,Lentibulariaceae
UTSU,SECL4,Setiscapella cleistogama (A. Gray) Barnhart,,
UTSU,SESU9,Setiscapella subulata (L.) Barnhart,,
UTSU,UTCL,Utricularia cleistogama (A. Gray) Britton,,
UTUL,,Utricularia uliginosa Vahl,bladderwort,Lentibulariaceae
UVFL,,Uvularia floridana Chapm.,Florida bellwort,Liliaceae
UVFL,OAFL,Oakesiella floridana (Chapm.) Small,,
UVGR,,Uvularia grandiflora Sm.,largeflower bellwort,Liliaceae
UVPE,,Uvularia perfoliata L.,perfoliate bellwort,Liliaceae
UVPU2,,Uvularia puberula Michx.,mountain bellwort,Liliaceae
UVPU2,OAPU,Oakesiella puberula (Michx.) Small,,
UVPU2,UVCA,Uvularia carolina (J.F. Gmel.) Wilbur,,
UVPU2,UVNI,Uvularia nitida (Britton) Mack.,,
UVPU2,UVPU3,Uvularia pudica sensu Fernald,,
UVPU2,UVPUN,Uvularia pudica sensu Fernald var. nitida (Britton) Fernald,,
UVPU2,UVPUN2,Uvularia puberula Michx. var. nitida (Britton) Fernald,,
UVSE,,Uvularia sessilifolia L.,sessileleaf bellwort,Liliaceae
UVSE,OASE,Oakesiella sessilifolia (L.) S. Watson,,
UVULA,,Uvularia L.,bellwort,Liliaceae
VAAB,,Vachellia abyssinica (Hochst. ex Benth.) Kyal. & Boatwr.,,Fabaceae
VAAB,ACAB2,Acacia abyssinica Hochst. ex Benth.,,
VAABC,,Vachellia abyssinica (Hochst. ex Benth.) Kyal. & Boatwr. ssp. calophylla (Brenan) Kyal. & Boatwr.,,Fabaceae
VAABC,ACABC2,Acacia abyssinica Hochst. ex Benth. ssp. calophylla Brenan,,
VAAC,,Valeriana acutiloba Rydb.,sharpleaf valerian,Valerianaceae
VAACA,,Valeriana acutiloba Rydb. var. acutiloba,sharpleaf valerian,Valerianaceae
VAACA,VACAA,Valeriana capitata Pall. ex Link ssp. acutiloba (Rydb.) F.G. Mey.,,
VAACP,,Valeriana acutiloba Rydb. var. pubicarpa (Rydb.) Cronquist,hairyfruit valerian,Valerianaceae
VAACP,VACAP2,Valeriana capitata Pall. ex Link ssp. pubicarpa (Rydb.) F.G. Mey.,,
VAACP,VAPU,Valeriana pubicarpa Rydb.,,
VAACP,VAPU2,Valeriana puberulenta Rydb.,,
VAAL3,,Vaccinium alaskaense Howell,Alaska blueberry,Ericaceae
VAAL3,VAAL,"Vaccinium alaskense Howell, orth. var.",,
VAAM2,,Valerianella amarella (Lindh. ex Engelm.) Krok,hairy cornsalad,Valerianaceae
VAAM3,,Vallisneria americana Michx.,American eelgrass,Hydrocharitaceae
VAAM3,VAAS2,Vallisneria asiatica Michx.,,
VAAM3,VANE2,Vallisneria neotropicalis Vict.,,
VAAM3,VASP,Vallisneria spiralis auct. non L.,,
VAAM3,VASPA,Vallisneria spiralis L. var. asiatica (Michx.) Torr.,,
VAAN,,Vaccinium angustifolium Aiton,lowbush blueberry,Ericaceae
VAAN,VAANH,Vaccinium angustifolium Aiton var. hypolasium Fernald,,
VAAN,VAANL,Vaccinium angustifolium Aiton var. laevifolium House,,
VAAN,VAANN,Vaccinium angustifolium Aiton var. nigrum (Alph. Wood) Dole,,
VAAN,VABR,Vaccinium brittonii Porter ex E.P. Bicknell,,
VAAN,VALA,Vaccinium lamarckii Camp,,
VAAN,VANI,Vaccinium nigrum (Alph. Wood) Britton,,
VAAN3,,Vallesia antillana Woodson,tearshrub,Apocynaceae
VAAN3,VAGL3,Vallesia glabra auct. non (Cav.) Link,,
VAAN6,,Vachellia anegadensis (Britton) Seigler & Ebinger [excluded],blackbrush wattle,Fabaceae
VAAN6,ACAN4,Acacia anegadensis Britton [excluded],,
VAAR,,Vaccinium arboreum Marshall,farkleberry,Ericaceae
VAAR,BAAN5,Batodendron andrachniforme Small,,
VAAR,BAAR2,Batodendron arboreum (Marshall) Nutt.,,
VAAR,VAARG2,Vaccinium arboreum Marshall var. glaucescens (Greene) Sarg.,,
VAAR3,,Valeriana arizonica A. Gray,Arizona valerian,Valerianaceae
VAAR3,VAACO,Valeriana acutiloba Rydb. var. ovata (Rydb.) A. Nelson,,
VAAR3,VAOV3,Valeriana ovata Rydb.,,
VAAR6,,Vachellia arenaria (Schinz) Kyal. & Boatwr.,,Fabaceae
VAAR6,ACAR12,Acacia arenaria Schinz,,
VAAT2,,Vahlodea atropurpurea (Wahlenb.) Fr. ex Hartm.,mountain hairgrass,Poaceae
VAAT2,AIAT,Aira atropurpurea Wahlenb.,,
VAAT2,DEAT2,Deschampsia atropurpurea (Wahlenb.) Scheele,,
VAAT2,DEATL,Deschampsia atropurpurea (Wahlenb.) Scheele var. latifolia (Hook.) Scribn. ex Macoun,,
VAAT2,DEATP,Deschampsia atropurpurea (Wahlenb.) Scheele var. paramushirensis Kudo,,
VAAT2,DEATP2,Deschampsia atropurpurea (Wahlenb.) Scheele var. payettii Lepage,,
VAAT2,DEPA12,Deschampsia pacifica Tatew. & Ohwi,,
VAAT2,VAATL,Vahlodea atropurpurea (Wahlenb.) Fr. ex Hartm. ssp. latifolia (Hook.) A.E. Porsild,,
VAAT2,VAATP,Vahlodea atropurpurea (Wahlenb.) Fr. ex Hartm. ssp. paramushirensis (Kudo) Hultén,,
VAAT2,VAFL2,Vahlodea flexuosa (Honda) Ohwi,,
VAAT2,VALA2,Vahlodea latifolia (Hook.) Hultén,,
VAAT3,,Vaccinium ×atlanticum E.P. Bicknell (pro sp.),blueberry,Ericaceae
VABA,,Vanilla barbellata Rchb. f.,wormvine orchid,Orchidaceae
VABA,VAAR5,Vanilla articulata Northrop,,
VABO,,Vaccinium boreale I.V. Hall & Aalders,northern blueberry,Ericaceae
VABR3,,Vaccinium bracteatum Thunb.,sea bilberry,Ericaceae
VABR4,,Vachellia bravoensis (Isely) Seigler & Ebinger,Bravo acacia,Fabaceae
VABR4,ACSCB,Acacia schaffneri (S. Watson) F.J. Herm. var. bravoensis Isely,,
VACA,,Vachellia caven (Molina) Seigler & Ebinger,Roman-cassie,Fabaceae
VACA,ACCA28,"Acacia cavenia (Molina) Hook. & Arn., orth. var.",,
VACA,ACCA35,Acacia caven (Molina) Molina,,
VACA11,,Vaccinium ×carolinianum Ashe (pro sp.),blueberry,Ericaceae
VACA12,,Vaupesia cataractarum R.E. Schult.,cataract vaupesia,Euphorbiaceae
VACA2,,Valeriana californica A. Heller,California valerian,Valerianaceae
VACA2,VAACG,Valeriana acutiloba Rydb. var. glabra (Jeps.) Cronquist,,
VACA2,VACAC2,Valeriana capitata Pall. ex Link ssp. californica (A. Heller) F.G. Mey.,,
VACA3,,Valeriana capitata Pall. ex Link,captiate valerian,Valerianaceae
VACA4,,Valerianella carinata Loisel.,European cornsalad,Valerianaceae
VACA5,,Vauquelinia californica (Torr.) Sarg.,Arizona rosewood,Rosaceae
VACA6,,Vaccinium caesariense Mack.,New Jersey blueberry,Ericaceae
VACA8,,Vaccinium calycinum Sm.,ohelo kau la'au,Ericaceae
VACA8,VACAM,Vaccinium calycinum Sm. var. montanum (Wawra) Skottsb.,,
VACA8,VADEM,Vaccinium dentatum Sm. var. minutifolium Skottsb.,,
VACAC,,Vauquelinia californica (Torr.) Sarg. ssp. californica,Arizona rosewood,Rosaceae
VACAC,SPCA15,Spiraea californica Torr.,,
VACAP,,Vauquelinia californica (Torr.) Sarg. ssp. pauciflora (Standl.) Hess & Henrickson,Arizona rosewood,Rosaceae
VACAP,VAPA8,Vauquelinia pauciflora Standl.,,
VACAS,,Vauquelinia californica (Torr.) Sarg. ssp. sonorensis Hess & Henrickson,Sonora rosewood,Rosaceae
VACCA,,Vaccaria von Wolf,soapwort,Caryophyllaceae
VACCI,,Vaccinium L.,blueberry,Ericaceae
VACE,,Vaccinium cespitosum Michx.,dwarf bilberry,Ericaceae
VACE,VAAR2,Vaccinium arbuscula (A. Gray) Merriam,,
VACE,VACA13,"Vaccinium caespitosum Michx., orth. var.",,
VACE,VACAA2,"Vaccinium caespitosum Michx. var. arbuscula A. Gray, orth. var.",,
VACE,VACAC3,"Vaccinium caespitosum Michx. var. caespitosum Michx., orth. var.",,
VACE,VACAP3,"Vaccinium caespitosum Michx. var. paludicola (Camp) Hultén, orth. var.",,
VACE,VACEA,Vaccinium cespitosum Michx. var. arbuscula A. Gray,,
VACE,VACEC,Vaccinium cespitosum Michx. var. cespitosum,,
VACE,VACEP,Vaccinium cespitosum Michx. var. paludicola (Camp) Hultén,,
VACE,VANI3,Vaccinium nivictum Camp,,
VACH,,Valerianella chenopodiifolia (Pursh) DC.,goosefoot cornsalad,Valerianaceae
VACH2,,Vancouveria chrysantha Greene,golden insideout flower,Berberidaceae
VACH3,,Vachellia choriophylla (Benth.) Seigler & Ebinger,cinnecord,Fabaceae
VACH3,ACCH,Acacia choriophylla Benth.,,
VACHE,,Vachellia Wight & Arn.,acacia,Fabaceae
VACL,,Vanilla claviculata (W. Wright) Sw.,green withe,Orchidaceae
VACO,,Vaccinium corymbosum L.,highbush blueberry,Ericaceae
VACO,CYCO15,Cyanococcus corymbosus (L.) Rydb.,,
VACO,CYCU5,Cyanococcus cuthbertii Small,,
VACO,VACO3,Vaccinium constablaei A. Gray,,
VACO,VACOA2,Vaccinium corymbosum L. var. albiflorum (Hook.) Fernald,,
VACO,VACOG,Vaccinium corymbosum L. var. glabrum A. Gray,,
VACO10,,Vachellia cornigera (L.) Seigler & Ebinger,bullhorn wattle,Fabaceae
VACO10,ACCO5,Acacia cornigera (L.) Willd.,,
VACO2,,Valeriana columbiana Piper,Wenatchee valerian,Valerianaceae
VACO4,,Vauquelinia corymbosa Humb. & Bonpl.,slimleaf rosewood,Rosaceae
VACO7,,Vanda coerulea Griff. ex Lindl.,blue orchid,Orchidaceae
VACO8,,Vachellia collinsii (Saff.) Seigler & Ebinger,bull horn acacia,Fabaceae
VACO8,ACCO24,Acacia collinsii Saff.,,
VACO8,ACCOP3,"Acacia collinsii Saff. var. pseudomyrmex ?, ined.",,
VACO9,,Vachellia constricta (Benth.) Seigler & Ebinger,whitethorn acacia,Fabaceae
VACO9,ACCO2,Acacia constricta Benth.,,
VACO9,ACCOC,Acacia constricta Benth. var. constricta,,
VACO9,ACCOP9,Acacia constricta Benth. var. paucispina Wooton & Standl.,,
VACOA,,Vauquelinia corymbosa Humb. & Bonpl. ssp. angustifolia (Rydb.) Hess & Henrickson,slimleaf rosewood,Rosaceae
VACOA,VAAN2,Vauquelinia angustifolia Rydb.,,
VACR,,Vaccinium crassifolium Andrews,creeping blueberry,Ericaceae
VACRC,,Vaccinium crassifolium Andrews ssp. crassifolium,creeping blueberry,Ericaceae
VACRC,HECR5,Herpothamnus crassifolius (Andrews) Small,,
VACRS,,Vaccinium crassifolium Andrews ssp. sempervirens (Rayner & L.F. Hend.) W.B. Kirkman & J.R. Ballington,creeping blueberry,Ericaceae
VACRS,VASE3,Vaccinium sempervirens Rayner & L.F. Hend.,,
VADA,,Vaccinium darrowii Camp,Darrow's blueberry,Ericaceae
VADA,VAMYG,Vaccinium myrsinites Lam. var. glaucum A. Gray,,
VADA3,,Vachellia davyi (N.E. Br.) Kyal. & Boatwr.,,Fabaceae
VADA3,ACDA5,Acacia davyi N.E. Br.,,
VADE,,Vaccinium deliciosum Piper,Cascade bilberry,Ericaceae
VADE2,,Vaccinium dentatum Sm.,ohelo,Ericaceae
VADE2,VADEA,Vaccinium dentatum Sm. var. argutidens Skottsb.,,
VADE2,VADEL,Vaccinium dentatum Sm. var. lanceolatum (A. Gray) Skottsb.,,
VADE3,,Valerianella dentata (L.) Pollich,narrowfruit cornsalad,Valerianaceae
VADI,,Valeriana dioica L.,marsh valerian,Valerianaceae
VADI2,,Vanilla dilloniana Correll,leafless vanilla,Orchidaceae
VADI2,VAEG,Vanilla eggersii auct. non Rolfe,,
VADIS,,Valeriana dioica L. var. sylvatica S. Watson,woods valerian,Valerianaceae
VADIS,VADIS2,Valeriana dioica L. ssp. sylvatica (S. Watson) F.G. Mey.,,
VADIS,VASE2,Valeriana septentrionalis Rydb.,,
VADIS,VASY,"Valeriana sylvatica Sol. ex Richardson, non F.W. Schmidt",,
VADO,,Vaccinium ×dobbinii Burnham (pro sp.),blueberry,Ericaceae
VAEB,,Vachellia eburnea (L. f.) P.J.H. Hurter & Mabb.,,Fabaceae
VAEB,ACEB2,Acacia eburnea (L. f.) Willd.,,
VAED,,Valeriana edulis Nutt. ex Torr. & A. Gray,tobacco root,Valerianaceae
VAEDC,,Valeriana edulis Nutt. ex Torr. & A. Gray var. ciliata (Torr. & A. Gray) Cronquist,tobacco root,Valerianaceae
VAEDC,VACI,Valeriana ciliata Torr. & A. Gray,,
VAEDC,VAEDC2,Valeriana edulis Nutt. ex Torr. & A. Gray ssp. ciliata (Torr. & A. Gray) F.G. Mey.,,
VAEDE,,Valeriana edulis Nutt. ex Torr. & A. Gray var. edulis,tobacco root,Valerianaceae
VAEL,,Vaccinium elliottii Chapm.,Elliott's blueberry,Ericaceae
VAEL,CYEL7,Cyanococcus elliottii (Chapm.) Small,,
VAER,,Vaccinium erythrocarpum Michx.,southern mountain cranberry,Ericaceae
VAER,HUER3,Hugeria erythrocarpa (Michx.) Small,,
VAER,OXER,Oxycoccus erythrocarpus (Michx.) Pers.,,
VAER2,,Valerianella eriocarpa Desv.,Italian cornsalad,Valerianaceae
VAFA,,Vachellia farnesiana (L.) Wight & Arn.,sweet acacia,Fabaceae
VAFA,ACFA,Acacia farnesiana (L.) Willd.,,
VAFA,ACFAF2,Acacia farnesiana (L.) Willd. var. farnesiana,,
VAFA,ACMI4,Acacia minuta (M.E. Jones) R.M. Beauch.,,
VAFA,ACMID,Acacia minuta (M.E. Jones) R.M. Beauch. ssp. densiflora (Alexander ex Small) R.M. Beauch.,,
VAFA,ACSM,Acacia smallii Isely,,
VAFA,MIFA,Mimosa farnesiana L.,,
VAFA,PIMI5,Pithecellobium minutum M.E. Jones,,
VAFA,VADE4,Vachellia densiflora Alexander ex Small,,
VAFAP,,Vachellia farnesiana (L.) Wight & Arn. var. pinetorum (F.J. Herm.) Seigler & Ebinger,pineland acacia,Fabaceae
VAFAP,ACPI,Acacia pinetorum F.J. Herm.,,
VAFAP,VAIN2,Vachellia insularis Small,,
VAFAP,VAPE2,Vachellia peninsularis Small,,
VAFL,,Valerianella florifera Shinners,Texas cornsalad,Valerianaceae
VAFO,,Vaccinium formosum Andrews,southern blueberry,Ericaceae
VAFO,VAAU,Vaccinium australe Small,,
VAFU,,Vaccinium fuscatum Aiton,black highbush blueberry,Ericaceae
VAFU,CYAT5,Cyanococcus atrococcus (A. Gray) Small,,
VAFU,CYFU6,Cyanococcus fuscatus (Aiton) Small,,
VAFU,CYVI15,Cyanococcus virgatus sensu Small,,
VAFU,VAAR4,Vaccinium arkansanum Ashe,,
VAFU,VAAT,Vaccinium atrococcum (A. Gray) A. Heller,,
VAFU,VACOA3,Vaccinium corymbosum L. var. atrococcum A. Gray,,
VAGE,,Vaccinium geminiflorum Kunth,Mexican blueberry,Ericaceae
VAGE2,,Vachellia gerrardii (Benth.) P.J.H. Hurter,,Fabaceae
VAGE2,ACGE7,Acacia gerrardii Benth.,,
VAGE2,ACGEN,Acacia gerrardii Benth. var. najdensis S. A. Chaudhary,,
VAGE2,ACGEN2,Acacia gerrardii Benth. ssp. negevensis Zohary,,
VAGE2,ACPA15,Acacia pachyceras Sw.,,
VAGE2,ACPAN,Acacia pachyceras Sw. var. najdensis (Chaudhary) Boulos,,
VAGI,,Vallisneria gigantea Graebn.,eelgrass,Hydrocharitaceae
VAGL2,,Vallesia glabra (Cav.) Link,pearlberry,Apocynaceae
VAHE,,Vancouveria hexandra (Hook.) C. Morren & Decne.,white insideout flower,Berberidaceae
VAHE,VABR2,Vancouveria brevicula Greene,,
VAHE,VAPA7,Vancouveria parvifolia Greene,,
VAHE,VAPI,Vancouveria picta Greene,,
VAHE2,,Vachellia hebeclada (DC.) Kyal. & Boatwr.,,Fabaceae
VAHE2,ACHE8,Acacia hebeclada DC.,,
VAHI,,Vaccinium hirsutum Buckley,hairy blueberry,Ericaceae
VAHI,CYHI7,Cyanococcus hirsutus (Buckley) Small,,
VAHI2,,Vaccaria hispanica (Mill.) Rauschert,cow soapwort,Caryophyllaceae
VAHI2,SAVA4,Saponaria vaccaria L.,,
VAHI2,VAPY,Vaccaria pyramidata Medik.,,
VAHI2,VASE4,Vaccaria segetalis Garcke ex Asch.,,
VAHI2,VAVA2,"Vaccaria vaccaria (L.) Britton, nom. inval.",,
VAHI2,VAVU2,Vaccaria vulgaris Host,,
VAHI3,,Valantia hispida L.,,Rubiaceae
VAHLO,,Vahlodea Fr.,hairgrass,Poaceae
VAHO,,Vachellia horrida (L.) Kyal. & Boatwr.,,Fabaceae
VAHO,ACHO4,Acacia horrida (L.) Willd.,,
VAIN,,Vanilla inodora Schiede,scentless vanilla,Orchidaceae
VAIN5,,Vateria indica L.,white dammar,Dipterocarpaceae
VAKA,,Vachellia karroo (Hayne) Banfi & Galasso,karroothorn,Fabaceae
VAKA,ACKA2,Acacia karroo Hayne,,
VALAN,,Valantia L.,,Rubiaceae
VALER,,Valeriana L.,valerian,Valerianaceae
VALER2,,Valerianella Mill.,cornsalad,Valerianaceae
VALLE,,Vallesia Ruiz & Pav.,vallesia,Apocynaceae
VALLI,,Vallisneria L.,eelgrass,Hydrocharitaceae
VALO,,Valerianella locusta (L.) Lat.,Lewiston cornsalad,Valerianaceae
VALO,VAOL2,Valerianella olitoria (L.) Pollich,,
VALO2,,Valerianella longiflora (Torr. & A. Gray) Walp.,longtube cornsalad,Valerianaceae
VAMA,,Vaccinium macrocarpon Aiton,cranberry,Ericaceae
VAMA,OXMA6,Oxycoccus macrocarpus (Aiton) Pursh,,
VAMA2,,Vaccinium ×marianum S. Watson (pro sp.),blueberry,Ericaceae
VAMA3,,Vaccinium ×margarettiae Ashe (pro sp.),blueberry,Ericaceae
VAMA4,,Vachellia macracantha (Humb. & Bonpl. ex Willd.) Seigler & Ebinger,porknut,Fabaceae
VAMA4,ACMA,Acacia macracantha Humb. & Bonpl. ex Willd.,,
VAMA5,,Vangueria madagascariensis J.F. Gmel.,voa vanga,Rubiaceae
VAMA5,VAED2,Vangueria edulis (Vahl) Vahl,,
VAME,,Vaccinium membranaceum Douglas ex Torr.,thinleaf huckleberry,Ericaceae
VAME,VACO6,Vaccinium coccineum Piper,,
VAME,VAGL,Vaccinium globulare Rydb.,,
VAME,VAMER,Vaccinium membranaceum Douglas ex Torr. var. rigidum (Hook.) Fernald,,
VAME2,,Vanilla mexicana Mill.,Mexican vanilla,Orchidaceae
VAME2,VAVA3,"Vanilla vanilla (L.) Britton, nom. inval.",,
VAMU,,Vaseyochloa multinervosa (Vasey) Hitchc.,Texasgrass,Poaceae
VAMU,MEMU7,Melica multinervosa Vasey,,
VAMY,,Vaccinium myrtilloides Michx.,velvetleaf huckleberry,Ericaceae
VAMY,CYCA16,Cyanococcus canadensis (Kalm ex A. Rich.) Rydb.,,
VAMY,VAANM,Vaccinium angustifolium Aiton var. myrtilloides (Michx.) House,,
VAMY,VACA9,Vaccinium canadense Kalm ex A. Rich.,,
VAMY2,,Vaccinium myrtillus L.,whortleberry,Ericaceae
VAMY2,VAMYO,Vaccinium myrtillus L. var. oreophilum (Rydb.) Dorn,,
VAMY2,VAMYO2,Vaccinium myrtillus L. ssp. oreophilum (Rydb.) Á. Löve & D. Löve & Kapoor,,
VAMY2,VAOR,Vaccinium oreophilum Rydb.,,
VAMY3,,Vaccinium myrsinites Lam.,shiny blueberry,Ericaceae
VAMY3,CYMY,Cyanococcus myrsinites (Lam.) Small,,
VAMY3,VANI2,Vaccinium nitidum Andrews,,
VANCL,,Vanclevea Greene,vanclevea,Asteraceae
VANCO,,Vancouveria C. Morren & Decne.,insideout flower,Berberidaceae
VANDA,,Vanda W. Jones ex R. Br.,vanda,Orchidaceae
VANDE,,Vandenboschia Copeland,vandenboschia,Hymenophyllaceae
VANGU,,Vangueria Comm. ex Juss.,vangueria,Rubiaceae
VANI4,,Vachellia nilotica (L.) P.J.H. Hurter & Mabb.,Egyptian thorn,Fabaceae
VANI4,ACAR11,Acacia arabica (Lam.) Willd.,,
VANI4,ACNI2,Acacia nilotica (L.) Willd. ex Delile,,
VANI4,MINI2,Mimosa nilotica L.,,
VANIA,,Vachellia nilotica (L.) P.J.H. Hurter & Mabb. ssp. adstringens (Schumach.) Kyal. & Boatwr.,,Fabaceae
VANIA,ACNIA2,Acacia nilotica (L.) Willd. ex Delile ssp. adansonii (Guill. & Perr.) Brenan,,
VANIA,ACNIA3,Acacia nilotica (L.) Willd. ex Delile ssp. adstringens (Schumach. & Thonn.) Roberty,,
VANIK,,Vachellia nilotica (L.) P.J.H. Hurter & Mabb. ssp. kraussiana,,Fabaceae
VANIK,ACNIK2,Acacia nilotica (L.) Willd. ex Delile ssp. kraussiana (Benth.) Brenan,,
VANIL,,Vanilla Mill.,vanilla,Orchidaceae
VANU,,Valerianella nuttallii (Torr. & A. Gray) Walp.,Nuttall's cornsalad,Valerianaceae
VANU2,,Vaccinium ×nubigenum Fernald (pro sp.),blueberry,Ericaceae
VAOC2,,Valeriana occidentalis A. Heller,western valerian,Valerianaceae
VAOF,,Valeriana officinalis L.,garden valerian,Valerianaceae
VAOV,,Vaccinium ovalifolium Sm.,oval-leaf blueberry,Ericaceae
VAOV2,,Vaccinium ovatum Pursh,California huckleberry,Ericaceae
VAOV2,VAOVS,Vaccinium ovatum Pursh var. saporosum Jeps.,,
VAOX,,Vaccinium oxycoccos L.,small cranberry,Ericaceae
VAOX,OXHA,Oxycoccus hagerupii Á. Löve & D. Löve,,
VAOX,OXIN3,Oxycoccus intermedius (A. Gray) Rydb.,,
VAOX,OXMI3,Oxycoccus microcarpos Turcz. ex Rupr.,,
VAOX,OXOV,Oxycoccus ovalifolius (Michx.) A.E. Porsild,,
VAOX,OXOX,Oxycoccus oxycoccos (L.) MacMill.,,
VAOX,OXOX2,Oxycoccus oxycoccos (L.) Adolphi,,
VAOX,OXPA4,Oxycoccus palustris Pers.,,
VAOX,OXPAI,Oxycoccus palustris Pers. var. intermedius (A. Gray) Howell,,
VAOX,OXPAM,Oxycoccus palustris Pers. ssp. microphyllus (Lange) Á. Löve & D. Löve,,
VAOX,OXPAO,Oxycoccus palustris Pers. var. ovalifolius (Michx.) Seymour,,
VAOX,OXQU,Oxycoccus quadripetalus Gilib.,,
VAOX,OXQUM,Oxycoccus quadripetalus Gilib. var. microphyllus (Lange) A.E. Porsild,,
VAOX,VAMI,Vaccinium microcarpos (Turcz. ex Rupr.) Schmalh.,,
VAOX,VAOXI,Vaccinium oxycoccos L. var. intermedium A. Gray,,
VAOX,VAOXM,Vaccinium oxycoccos L. var. microphyllum (Lange) J. Rousseau & Raymond,,
VAOX,VAOXM2,Vaccinium oxycoccos L. ssp. microphyllum (Lange) J. Feilberg,,
VAOX,VAOXO,Vaccinium oxycoccos L. var. ovalifolium Michx.,,
VAOZ,,Valerianella ozarkana Dyal,Benjamin Franklin bush,Valerianaceae
VAOZ,VABU,Valerianella bushii Dyal,,
VAPA,,Vaccinium parvifolium Sm.,red huckleberry,Ericaceae
VAPA2,,Valeriana pauciflora Michx.,largeflower valerian,Valerianaceae
VAPA4,,Vaccinium pallidum Aiton,Blue Ridge blueberry,Ericaceae
VAPA4,CYLI11,Cyanococcus liparis Small,,
VAPA4,CYPA16,Cyanococcus pallidus (Aiton) Small,,
VAPA4,CYSU10,Cyanococcus subcordatus Small,,
VAPA4,CYTA,Cyanococcus tallapusae Coville ex Small,,
VAPA4,CYVA3,Cyanococcus vacillans (Kalm ex Torr.) Rydb.,,
VAPA4,VAAL2,Vaccinium altomontanum Ashe,,
VAPA4,VACOP,Vaccinium corymbosum L. var. pallidum (Aiton) A. Gray,,
VAPA4,VAVA,Vaccinium vacillans Kalm ex Torr.,,
VAPA4,VAVAC,Vaccinium vacillans Kalm ex Torr. var. crinitum Fernald,,
VAPA4,VAVAM,Vaccinium vacillans Kalm ex Torr. var. missouriense Ashe,,
VAPA4,VAVI3,Vaccinium viride Ashe,,
VAPA6,,Valerianella palmeri Dyal,Palmer's cornsalad,Valerianaceae
VAPE4,,Vachellia pennatula (Schltdl. & Cham.) Seigler & Ebinger,fern-leaf acacia,Fabaceae
VAPE4,ACPE9,Acacia pennatula (Schltdl. & Cham.) Benth.,,
VAPH,,Vanilla phaeantha Rchb. f.,leafy vanilla,Orchidaceae
VAPL,,Vancouveria planipetala Calloni,redwood insideout flower,Berberidaceae
VAPL2,,Vanilla planifolia Jacks.,vanilla,Orchidaceae
VAPL2,VAFR,Vanilla fragrans (Salisb.) Ames,,
VAPO,,Vanilla poitaei Rchb. f.,Poit's vanilla,Orchidaceae
VAPO2,,Vanilla pompona Schiede,West Indian vanilla,Orchidaceae
VARA,,Valerianella radiata (L.) Dufr.,beaked cornsalad,Valerianaceae
VARA,VARAF,Valerianella radiata (L.) Dufr. var. fernaldii Dyal,,
VARA,VARAM,Valerianella radiata (L.) Dufr. var. missouriensis Dyal,,
VARA,VASTP2,Valerianella stenocarpa (Engelm. ex A. Gray) Krok var. parviflora Dyal,,
VARA,VAWO,Valerianella woodsiana (Torr. & A. Gray) Walp.,,
VARE,,Vaccinium reticulatum Sm.,ohelo 'ai,Ericaceae
VARE,VABE,Vaccinium berberidifolium (A. Gray) Skottsb.,,
VARE,VAPA3,Vaccinium pahalae Skottsb.,,
VARE,VAPE,Vaccinium peleanum Skottsb.,,
VARE2,,Vachellia rehmanniana (Schinz) Kyal. & Boatwr.,acacia,Fabaceae
VARE2,ACRE8,Acacia rehmanniana Schinz,,
VARH,,Varicellaria rhodocarpa (Körb.) Th. Fr.,varicellaria lichen,Pertusariaceae
VARH,VAKE,Varicellaria kemensis Rasanen,,
VARI,,Vachellia rigidula (Benth.) Seigler & Ebinger,blackbrush acacia,Fabaceae
VARI,ACAM3,Acacia amentacea DC.,,
VARI,ACRI,Acacia rigidula Benth.,,
VARIC,,Varicellaria Nyl.,varicellaria lichen,Pertusariaceae
VARIL,,Varilla A. Gray,varilla,Asteraceae
VARO,,Vachellia robusta (Burch.) Kyal. & Boatwr.,,Fabaceae
VARO,ACRO5,Acacia robusta Burch.,,
VARU2,,Vachellia ×ruthvenii Seigler & Ebinger,hybrid acacia,Fabaceae
VASC,,Vaccinium scoparium Leiberg ex Coville,grouse whortleberry,Ericaceae
